Date,Clicks,Impressions,CTR,Position
2024-08-26,924,61682,0.015,9.18
2024-08-25,940,63634,0.0148,9.33
2024-08-24,986,65739,0.015,9.24
2024-08-23,1068,65285,0.0164,9.21
2024-08-22,1029,64832,0.0159,9.56
2024-08-21,1007,63382,0.0159,9.83
2024-08-20,1130,63344,0.0178,9.6
2024-08-19,1006,61618,0.0163,9.74
2024-08-18,1074,63109,0.017,9.95
2024-08-17,968,60729,0.0159,9.83
2024-08-16,982,61453,0.016,9.78
2024-08-15,1042,65323,0.016,9.42
2024-08-14,1087,66955,0.0162,10.16
2024-08-13,1127,65851,0.0171,9.58
2024-08-12,1050,68148,0.0154,9.82
2024-08-11,1164,67471,0.0173,9.75
2024-08-10,1150,67134,0.0171,9.46
2024-08-09,1176,68120,0.0173,9.69
2024-08-08,1248,69683,0.0179,9.67
2024-08-07,1176,70272,0.0167,9.98
2024-08-06,1190,71462,0.0167,9.96
2024-08-05,1152,70565,0.0163,10.41
2024-08-04,1204,73077,0.0165,10.17
2024-08-03,1188,70834,0.0168,10.25
2024-08-02,1110,71131,0.0156,10.08
2024-08-01,1198,73358,0.0163,9.92
2024-07-31,1065,68838,0.0155,10.54
2024-07-30,1046,68068,0.0154,10.08
2024-07-29,1026,68279,0.015,10.1
2024-07-28,1244,73455,0.0169,9.86
2024-07-27,1064,66846,0.0159,10.06
2024-07-26,1004,65673,0.0153,10.12
2024-07-25,894,65405,0.0137,10.03
2024-07-24,1028,66970,0.0154,10.36
2024-07-23,1034,66496,0.0155,9.89
2024-07-22,1049,68441,0.0153,9.77
2024-07-21,1071,69927,0.0153,10.04
2024-07-20,1028,66140,0.0155,9.96
2024-07-19,1098,69075,0.0159,10.12
2024-07-18,1087,69175,0.0157,9.96
2024-07-17,1094,70500,0.0155,10.17
2024-07-16,990,63250,0.0157,10.32
2024-07-15,950,62772,0.0151,10.16
2024-07-14,972,64115,0.0152,10.57
2024-07-13,1033,62925,0.0164,10.13
2024-07-12,985,63858,0.0154,10.37
2024-07-11,928,63162,0.0147,9.56
2024-07-10,1023,62092,0.0165,9.45
2024-07-09,1043,63239,0.0165,9.37
2024-07-08,1016,62883,0.0162,9.89
2024-07-07,1047,64192,0.0163,9.85
2024-07-06,1031,63025,0.0164,9.65
2024-07-05,972,64140,0.0152,9.53
2024-07-04,992,64271,0.0154,9.63
2024-07-03,1017,65217,0.0156,9.33
2024-07-02,1059,65297,0.0162,9.26
2024-07-01,1102,66511,0.0166,9.39
2024-06-30,1104,68210,0.0162,9.38
2024-06-29,1114,66852,0.0167,9.66
2024-06-28,1107,70049,0.0158,9.32
2024-06-27,1385,78267,0.0177,9.03
2024-06-26,1413,79047,0.0179,9.19
2024-06-25,1396,78394,0.0178,8.84
2024-06-24,1486,82737,0.018,8.97
2024-06-23,1678,88203,0.019,9.02
2024-06-22,2304,111454,0.0207,7.84
2024-06-21,1979,105994,0.0187,7.75
2024-06-20,1664,91762,0.0181,8.58
2024-06-19,1664,88798,0.0187,8.68
2024-06-18,1757,90650,0.0194,8.64
2024-06-17,1742,90427,0.0193,8.6
2024-06-16,1573,82085,0.0192,9.22
2024-06-15,1286,74070,0.0174,9.33
2024-06-14,1494,83324,0.0179,9.1
2024-06-13,1658,85280,0.0194,8.69
2024-06-12,1530,83238,0.0184,8.8
2024-06-11,1445,81302,0.0178,9.16
2024-06-10,1787,92797,0.0193,8.91
2024-06-09,1721,90592,0.019,8.75
2024-06-08,1491,82339,0.0181,8.98
2024-06-07,1632,89465,0.0182,8.71
2024-06-06,1805,93472,0.0193,8.58
2024-06-05,1751,90356,0.0194,8.45
2024-06-04,1838,90876,0.0202,8.55
2024-06-03,1830,84519,0.0217,8.08
2024-06-02,1663,77969,0.0213,8.43
2024-06-01,1424,71296,0.02,8.08
2024-05-31,1514,80459,0.0188,8.01
2024-05-30,1758,86525,0.0203,8.15
2024-05-29,1812,90650,0.02,8.31
2024-05-28,1979,93106,0.0213,8.57
2024-05-27,1916,91626,0.0209,8.47
2024-05-26,1820,84305,0.0216,8.85
2024-05-25,1490,75867,0.0196,8.53
2024-05-24,1790,83810,0.0214,8.5
2024-05-23,1955,93518,0.0209,8.31
2024-05-22,2164,101075,0.0214,8.26
2024-05-21,2211,103412,0.0214,7.92
2024-05-20,2319,105825,0.0219,8.27
2024-05-19,2235,100044,0.0223,8.36
2024-05-18,1798,87024,0.0207,8.43
2024-05-17,2129,99878,0.0213,8.27
2024-05-16,2714,117448,0.0231,7.96
2024-05-15,2748,119312,0.023,8.08
2024-05-14,2951,121471,0.0243,8.15
2024-05-13,3158,131012,0.0241,8.08
2024-05-12,3311,125774,0.0263,7.96
2024-05-11,2978,114239,0.0261,7.93
2024-05-10,3895,134966,0.0289,7.75
2024-05-09,9017,251085,0.0359,6.57
2024-05-08,3629,158847,0.0228,7.42
2024-05-07,3372,142529,0.0237,7.76
2024-05-06,3447,141760,0.0243,7.83
2024-05-05,3013,130028,0.0232,8.1
2024-05-04,1774,87609,0.0202,8.7
2024-05-03,2081,97895,0.0213,8.51
2024-05-02,2647,111018,0.0238,8.11
2024-05-01,2191,100282,0.0218,8.39
2024-04-30,1764,88428,0.0199,9.02
2024-04-29,1748,82285,0.0212,8.6
2024-04-28,1652,80151,0.0206,8.69
2024-04-27,1549,81465,0.019,8.34
2024-04-26,3662,145480,0.0252,7.23
2024-04-25,3106,127576,0.0243,7.45
2024-04-24,4256,155412,0.0274,7.07
2024-04-23,3641,142684,0.0255,7.17
2024-04-22,2914,147949,0.0197,6.67
2024-04-21,2486,139941,0.0178,6.73
2024-04-20,1867,140584,0.0133,6.27
2024-04-19,2549,134986,0.0189,6.89
2024-04-18,3114,132398,0.0235,7.19
2024-04-17,3020,123826,0.0244,7.67
2024-04-16,2752,118210,0.0233,7.68
2024-04-15,2869,119395,0.024,7.93
2024-04-14,2571,108274,0.0237,8.45
2024-04-13,1767,90213,0.0196,8.43
2024-04-12,2016,96931,0.0208,8.32
2024-04-11,2426,110766,0.0219,8.19
2024-04-10,2334,108282,0.0216,8.45
2024-04-09,2464,108160,0.0228,8.28
2024-04-08,2442,111857,0.0218,8.28
2024-04-07,2364,101261,0.0233,8.73
2024-04-06,1663,87232,0.0191,9.22
2024-04-05,1947,94960,0.0205,8.83
2024-04-04,2423,111760,0.0217,8.34
2024-04-03,2595,113597,0.0228,8.47
2024-04-02,2464,109832,0.0224,8.3
2024-04-01,2395,108025,0.0222,8.34
2024-03-31,2217,95341,0.0233,8.56
2024-03-30,1688,84582,0.02,8.8
2024-03-29,1822,88735,0.0205,8.93
2024-03-28,1977,93345,0.0212,9.04
2024-03-27,2097,97752,0.0215,9.01
2024-03-26,2029,96821,0.021,8.83
2024-03-25,2245,102417,0.0219,8.97
2024-03-24,2040,99960,0.0204,9.03
2024-03-23,1619,93096,0.0174,9.04
2024-03-22,1821,97294,0.0187,9.31
2024-03-21,2265,103680,0.0218,8.85
2024-03-20,2374,110078,0.0216,8.97
2024-03-19,2550,112611,0.0226,8.94
2024-03-18,2403,112681,0.0213,8.5
2024-03-17,2102,98386,0.0214,9.07
2024-03-16,1546,83842,0.0184,9.2
2024-03-15,1731,90961,0.019,9.46
2024-03-14,1799,98339,0.0183,8.96
2024-03-13,2138,109019,0.0196,8.55
2024-03-12,2238,106932,0.0209,8.7
2024-03-11,2144,103221,0.0208,8.73
2024-03-10,1852,90358,0.0205,8.94
2024-03-09,1613,81485,0.0198,9.33
2024-03-08,1391,77731,0.0179,10.15
2024-03-07,1253,76260,0.0164,10.56
2024-03-06,1890,93854,0.0201,9.33
2024-03-05,2130,99528,0.0214,9.46
2024-03-04,2134,98145,0.0217,9.87
2024-03-03,1958,95127,0.0206,9.59
2024-03-02,1529,81674,0.0187,10.3
2024-03-01,1714,88720,0.0193,9.92
2024-02-29,1946,97626,0.0199,9.43
2024-02-28,2144,98700,0.0217,9.27
2024-02-27,2178,98191,0.0222,9.13
2024-02-26,2160,101089,0.0214,9.52
2024-02-25,2093,94797,0.0221,9.37
2024-02-24,1772,83772,0.0212,10.01
2024-02-23,1751,88302,0.0198,10.18
2024-02-22,1505,83320,0.0181,10.16
2024-02-21,2047,97286,0.021,9.76
2024-02-20,2110,97857,0.0216,9.47
2024-02-19,2066,100870,0.0205,9.67
2024-02-18,1944,93580,0.0208,9.58
2024-02-17,1667,80962,0.0206,9.72
2024-02-16,1780,88719,0.0201,9.77
2024-02-15,2071,96009,0.0216,9.07
2024-02-14,1934,92993,0.0208,9.08
2024-02-13,1974,96169,0.0205,9.29
2024-02-12,2209,99815,0.0221,9.5
2024-02-11,2172,96513,0.0225,9.37
2024-02-10,1834,85721,0.0214,9.62
2024-02-09,2153,100248,0.0215,9.04
2024-02-08,2023,100587,0.0201,9.26
2024-02-07,1993,98715,0.0202,9.35
2024-02-06,2124,99854,0.0213,9.15
2024-02-05,2118,100393,0.0211,9.55
2024-02-04,2083,95418,0.0218,9.88
2024-02-03,1665,86332,0.0193,10.08
2024-02-02,1772,91186,0.0194,9.75
2024-02-01,2286,103143,0.0222,9.25
2024-01-31,2292,104960,0.0218,8.88
2024-01-30,2467,108035,0.0228,8.84
2024-01-29,2731,114058,0.0239,9.12
2024-01-28,2968,126386,0.0235,9.01
2024-01-27,3026,133241,0.0227,8.51
2024-01-26,2781,118265,0.0235,8.7
2024-01-25,2952,113271,0.0261,8.56
2024-01-24,2747,110464,0.0249,8.97
2024-01-23,2940,110087,0.0267,8.86
2024-01-22,3083,112789,0.0273,8.87
2024-01-21,2630,107425,0.0245,8.32
2024-01-20,1931,84619,0.0228,9.1
2024-01-19,1948,86306,0.0226,8.87
2024-01-18,2519,98523,0.0256,8.63
2024-01-17,2512,97986,0.0256,8.99
2024-01-16,2532,104703,0.0242,8.99
2024-01-15,2434,98391,0.0247,9.41
2024-01-14,2302,92770,0.0248,9.32
2024-01-13,1522,79397,0.0192,9.02
2024-01-12,1704,84040,0.0203,8.77
2024-01-11,1788,90737,0.0197,8.68
2024-01-10,1708,87864,0.0194,8.88
2024-01-09,1743,109544,0.0159,8.67
2024-01-08,1875,163820,0.0114,7.41
2024-01-07,1440,74034,0.0195,10.34
2024-01-06,1309,71757,0.0182,10.2
2024-01-05,1346,72060,0.0187,10.11
2024-01-04,1266,70856,0.0179,10.15
2024-01-03,1316,72680,0.0181,10.13
2024-01-02,1149,67046,0.0171,10.38
2024-01-01,1037,60911,0.017,11.13
