Date,Clicks,Impressions,CTR,Position
2024-05-22,105,3489,0.0301,7.5
2024-05-21,109,3479,0.0313,7.8
2024-05-20,120,3337,0.036,7.76
2024-05-19,94,3255,0.0289,7.35
2024-05-18,52,2151,0.0242,7.66
2024-05-17,37,2291,0.0162,7.77
2024-05-16,123,3115,0.0395,7.32
2024-05-15,86,3272,0.0263,7.6
2024-05-14,81,3407,0.0238,8.03
2024-05-13,90,3229,0.0279,7.65
2024-05-12,100,3075,0.0325,7.32
2024-05-11,52,2334,0.0223,7.63
2024-05-10,60,2738,0.0219,7.77
2024-05-09,106,3982,0.0266,7.54
2024-05-08,97,3689,0.0263,7.63
2024-05-07,85,3748,0.0227,7.92
2024-05-06,121,3971,0.0305,7.51
2024-05-05,97,3595,0.027,7.64
2024-05-04,67,2780,0.0241,8.49
2024-05-03,67,2459,0.0272,8.15
2024-05-02,72,2617,0.0275,7.33
2024-05-01,72,2277,0.0316,7.59
2024-04-30,50,2183,0.0229,7.78
2024-04-29,102,3281,0.0311,7.25
2024-04-28,113,3386,0.0334,7.72
2024-04-27,65,2534,0.0257,8.04
2024-04-26,62,2404,0.0258,7.51
2024-04-25,118,3057,0.0386,7.83
2024-04-24,104,3222,0.0323,7.64
2024-04-23,83,3069,0.027,7.5
2024-04-22,84,3074,0.0273,7.4
2024-04-21,122,3110,0.0392,7.24
2024-04-20,44,2034,0.0216,7.73
2024-04-19,58,2234,0.026,8.2
2024-04-18,108,3167,0.0341,7.62
2024-04-17,89,3273,0.0272,7.68
2024-04-16,131,3542,0.037,7.65
2024-04-15,131,3503,0.0374,7.68
2024-04-14,120,3280,0.0366,7.67
2024-04-13,56,2244,0.025,8.07
2024-04-12,42,2244,0.0187,8.56
2024-04-11,104,3267,0.0318,7.99
2024-04-10,129,3586,0.036,7.73
2024-04-09,84,3304,0.0254,7.65
2024-04-08,103,3342,0.0308,8.02
2024-04-07,104,3449,0.0302,7.68
2024-04-06,90,2857,0.0315,7.33
2024-04-05,39,2011,0.0194,8.44
2024-04-04,50,1946,0.0257,8.51
2024-04-03,41,1958,0.0209,8.46
2024-04-02,72,2931,0.0246,7.38
2024-04-01,67,2934,0.0228,7.91
2024-03-31,72,2526,0.0285,7.93
2024-03-30,45,1884,0.0239,8.31
2024-03-29,40,1970,0.0203,8.43
2024-03-28,101,2955,0.0342,7.88
2024-03-27,123,3310,0.0372,7.36
2024-03-26,138,3516,0.0392,7.4
2024-03-25,112,3429,0.0327,7.6
2024-03-24,123,3294,0.0373,7.56
2024-03-23,54,2122,0.0254,8.13
2024-03-22,51,2261,0.0226,8.1
2024-03-21,97,2989,0.0325,7.93
2024-03-20,82,3292,0.0249,7.93
2024-03-19,72,3237,0.0222,7.65
2024-03-18,75,2989,0.0251,7.78
2024-03-17,110,3146,0.035,7.23
2024-03-16,49,1990,0.0246,7.92
2024-03-15,44,2189,0.0201,8.41
2024-03-14,80,3025,0.0264,7.73
2024-03-13,77,2973,0.0259,7.5
2024-03-12,113,3232,0.035,7.6
2024-03-11,90,3016,0.0298,8.0
2024-03-10,85,2721,0.0312,7.86
2024-03-09,38,2066,0.0184,7.67
2024-03-08,50,1912,0.0262,7.79
2024-03-07,75,2683,0.028,7.95
2024-03-06,95,3103,0.0306,7.62
2024-03-05,89,3029,0.0294,7.62
2024-03-04,92,3149,0.0292,7.71
2024-03-03,66,2695,0.0245,7.85
2024-03-02,51,1851,0.0276,7.78
2024-03-01,48,1780,0.027,8.4
2024-02-29,66,2511,0.0263,7.76
2024-02-28,60,2633,0.0228,8.0
2024-02-27,76,2734,0.0278,7.69
2024-02-26,75,2689,0.0279,7.68
2024-02-25,64,2446,0.0262,8.28
2024-02-24,24,1680,0.0143,8.5
2024-02-23,35,1728,0.0203,8.3
2024-02-22,59,2501,0.0236,8.38
2024-02-21,70,2764,0.0253,8.32
2024-02-20,74,2616,0.0283,7.97
2024-02-19,65,2497,0.026,7.58
2024-02-18,57,2308,0.0247,8.1
2024-02-17,25,1862,0.0134,8.28
2024-02-16,30,1479,0.0203,8.93
2024-02-15,26,1556,0.0167,8.31
2024-02-14,25,1535,0.0163,8.51
2024-02-13,36,1449,0.0248,8.36
2024-02-12,27,1432,0.0189,7.98
2024-02-11,42,1388,0.0303,7.75
2024-02-10,26,1308,0.0199,7.61
2024-02-09,24,1093,0.022,8.98
2024-02-08,23,1354,0.017,8.39
2024-02-07,25,1523,0.0164,8.31
2024-02-06,37,2016,0.0184,9.96
2024-02-05,44,2194,0.0201,9.54
2024-02-04,49,2344,0.0209,9.74
2024-02-03,33,1902,0.0174,9.78
2024-02-02,27,1982,0.0136,12.33
2024-02-01,52,2543,0.0204,9.93
2024-01-31,60,2588,0.0232,7.91
2024-01-30,52,2500,0.0208,8.25
2024-01-29,74,2569,0.0288,8.63
2024-01-28,66,2532,0.0261,8.03
2024-01-27,35,1739,0.0201,8.9
2024-01-26,30,1940,0.0155,8.34
2024-01-25,45,2439,0.0185,8.32
2024-01-24,75,2670,0.0281,8.31
2024-01-23,51,2589,0.0197,8.24
2024-01-22,68,2699,0.0252,8.16
2024-01-21,52,2669,0.0195,8.02
2024-01-20,36,1898,0.019,8.59
2024-01-19,31,1770,0.0175,8.91
2024-01-18,72,2647,0.0272,7.68
2024-01-17,52,2619,0.0199,8.32
2024-01-16,51,2655,0.0192,8.1
2024-01-15,70,2673,0.0262,8.15
2024-01-14,82,2768,0.0296,7.92
2024-01-13,44,1824,0.0241,7.69
2024-01-12,29,1792,0.0162,8.42
2024-01-11,79,2703,0.0292,8.03
2024-01-10,60,2847,0.0211,8.34
2024-01-09,83,2699,0.0308,7.63
2024-01-08,75,2906,0.0258,7.79
2024-01-07,80,2532,0.0316,8.79
2024-01-06,36,1722,0.0209,8.45
2024-01-05,26,1663,0.0156,9.51
2024-01-04,47,2202,0.0213,8.78
2024-01-03,58,2261,0.0257,8.22
2024-01-02,57,2334,0.0244,8.3
2024-01-01,48,1911,0.0251,8.85
