Top pages,Clicks,Impressions,CTR,Position
https://encyclopedia.ushmm.org/content/tr/article/oskar-schindler-abridged-article,1387,60452,0.0229,5.63
https://encyclopedia.ushmm.org/content/tr/gallery/nazi-medical-experiments-photographs,1315,7087,0.1856,3.07
https://encyclopedia.ushmm.org/content/tr/article/what-is-genocide,1275,217716,0.0059,4.13
https://encyclopedia.ushmm.org/content/tr/map/german-territorial-losses-treaty-of-versailles-1919,1211,70239,0.0172,4.35
https://encyclopedia.ushmm.org/content/tr/article/postwar-refugee-crisis-and-the-establishment-of-the-state-of-israel,1135,89684,0.0127,5.35
https://encyclopedia.ushmm.org/content/en/article/documenting-numbers-of-victims-of-the-holocaust-and-nazi-persecution,1112,12805,0.0868,8.03
https://encyclopedia.ushmm.org/content/tr/article/racism-abridged-article,997,47346,0.0211,6.61
https://encyclopedia.ushmm.org/content/tr/article/ss-police-state,947,445338,0.0021,6.32
https://encyclopedia.ushmm.org/content/tr/article/anne-frank-abridged-article,947,75780,0.0125,8.51
https://encyclopedia.ushmm.org/content/tr/article/holocaust-abridged-article,915,188152,0.0049,6.33
https://encyclopedia.ushmm.org/content/tr/article/martin-niemoeller-first-they-came-for-the-socialists,908,4388,0.2069,4.23
https://encyclopedia.ushmm.org/content/tr/article/adolf-eichmann-abridged-article,902,23374,0.0386,3.53
https://encyclopedia.ushmm.org/content/tr/article/world-war-i-treaties-and-reparations,883,779204,0.0011,5.95
https://encyclopedia.ushmm.org/content/tr/article/voyage-of-the-struma,879,35308,0.0249,3.67
https://encyclopedia.ushmm.org/content/tr/gallery/warsaw-maps,876,87581,0.01,3.72
https://encyclopedia.ushmm.org/content/tr/article/axis-alliance-in-world-war-ii-abridged-article,863,136640,0.0063,6.1
https://encyclopedia.ushmm.org/content/en/article/the-armenian-genocide-1915-16-overview,838,14755,0.0568,4.54
https://encyclopedia.ushmm.org/content/tr/article/the-soviet-union-and-the-eastern-front,834,132188,0.0063,7.71
https://encyclopedia.ushmm.org/content/tr/article/genocide-timeline,811,59163,0.0137,7.5
https://encyclopedia.ushmm.org/content/tr/article/protocols-of-the-elders-of-zion,807,5053,0.1597,5.49
https://encyclopedia.ushmm.org/content/tr/article/deportations-to-killing-centers,770,31546,0.0244,1.95
https://encyclopedia.ushmm.org/content/tr/article/nazi-racism,756,82940,0.0091,8.76
https://encyclopedia.ushmm.org/content/tr/article/invasion-of-poland-fall-1939,711,26444,0.0269,15.04
https://encyclopedia.ushmm.org/content/tr/article/world-war-i-and-its-aftermath-key-dates,697,40354,0.0173,6.22
https://encyclopedia.ushmm.org/content/tr/article/antisemitism-1,688,14154,0.0486,10.38
https://encyclopedia.ushmm.org/content/tr/article/nazi-camps-abridged-article,671,26323,0.0255,4.31
https://encyclopedia.ushmm.org/content/en/timeline-event/holocaust/1939-1941/hitler-speech-to-german-parliament,665,2817,0.2361,5.63
https://encyclopedia.ushmm.org/content/tr/gallery/introduction-to-the-holocaust-maps,648,3628,0.1786,3.5
https://encyclopedia.ushmm.org/content/tr/article/the-nazi-olympics-berlin-1936,615,76951,0.008,14.43
https://encyclopedia.ushmm.org/content/tr/article/euthanasia-program-abridged-article,608,203568,0.003,6.97
https://encyclopedia.ushmm.org/content/tr/article/jews-in-prewar-germany,590,2957,0.1995,6.23
https://encyclopedia.ushmm.org/content/tr/article/the-night-of-broken-glass,546,32655,0.0167,1.53
https://encyclopedia.ushmm.org/content/tr/article/auschwitz-abridged-article,543,40904,0.0133,5.94
https://encyclopedia.ushmm.org/content/tr/article/hitler-comes-to-power,517,45313,0.0114,6.26
https://encyclopedia.ushmm.org/content/tr/map/european-jewish-population-distribution-ca-1933,503,38275,0.0131,5.9
https://encyclopedia.ushmm.org/content/tr/article/invasion-of-the-soviet-union-june-1941,488,92836,0.0053,7.67
https://encyclopedia.ushmm.org/content/tr/article/children-during-the-holocaust,471,61278,0.0077,2.42
https://encyclopedia.ushmm.org/content/tr/film/german-invasion-of-france,445,135304,0.0033,9.75
https://encyclopedia.ushmm.org/content/tr/map/yugoslavia-1933,428,63302,0.0068,3.67
https://encyclopedia.ushmm.org/content/tr/article/international-military-tribunal-at-nuremberg,423,15151,0.0279,6.95
https://encyclopedia.ushmm.org/content/tr/article/the-nuremberg-trials,407,55483,0.0073,11.33
https://encyclopedia.ushmm.org/content/tr/article/eugenics,400,11585,0.0345,4.17
https://encyclopedia.ushmm.org/content/tr/film/hitler-tours-paris,397,35896,0.0111,3.2
https://encyclopedia.ushmm.org/content/tr/film/mussolini-meets-with-hitler-in-germany,393,80327,0.0049,9.72
https://encyclopedia.ushmm.org/content/tr/article/jewish-life-in-europe-before-the-holocaust,388,111381,0.0035,8.14
https://encyclopedia.ushmm.org/content/tr/article/world-war-i-and-the-armenian-genocide,385,32163,0.012,6.62
https://encyclopedia.ushmm.org/content/tr/article/pogroms,382,42270,0.009,3.46
https://encyclopedia.ushmm.org/tr,372,4331,0.0859,6.68
https://encyclopedia.ushmm.org/content/tr/article/gestapo,360,103498,0.0035,3.78
https://encyclopedia.ushmm.org/content/tr/article/the-boycott-of-jewish-businesses,359,64224,0.0056,10.89
https://encyclopedia.ushmm.org/content/tr/article/nazi-rule,348,146277,0.0024,5.74
https://encyclopedia.ushmm.org/content/ar/article/world-war-i,343,6583,0.0521,4.03
https://encyclopedia.ushmm.org/content/tr/article/nazi-propaganda,338,19952,0.0169,5.85
https://encyclopedia.ushmm.org/content/tr/article/nuremberg-laws,312,28626,0.0109,13.51
https://encyclopedia.ushmm.org/content/ru/article/world-war-i-abridged-article,306,4027,0.076,6.64
https://encyclopedia.ushmm.org/content/tr/article/anne-frank,286,74083,0.0039,7.99
https://encyclopedia.ushmm.org/content/ru/article/the-armenian-genocide-1915-16-in-depth,284,1118,0.254,2.67
https://encyclopedia.ushmm.org/content/en/article/introduction-to-the-holocaust,282,33894,0.0083,4.39
https://encyclopedia.ushmm.org/content/tr/film/us-enters-world-war-ii,282,3825,0.0737,4.99
https://encyclopedia.ushmm.org/content/tr/gallery/ss-police-state,277,357438,0.0008,4.64
https://encyclopedia.ushmm.org/content/tr/article/oskar-schindler,273,45338,0.006,5.18
https://encyclopedia.ushmm.org/content/tr/photo/josef-mengele,271,26466,0.0102,6.15
https://encyclopedia.ushmm.org/content/tr/article/third-reich-an-overview,267,12012,0.0222,7.21
https://encyclopedia.ushmm.org/content/tr/article/warsaw,265,237920,0.0011,8.91
https://encyclopedia.ushmm.org/content/tr/artifact/hoess-affidavit,262,11707,0.0224,8.12
https://encyclopedia.ushmm.org/content/tr/article/auschwitz-1,261,62706,0.0042,4.93
https://encyclopedia.ushmm.org/content/en/article/world-war-ii-key-dates,257,17398,0.0148,9.52
https://encyclopedia.ushmm.org/asset/10363,256,3426,0.0747,6.75
https://encyclopedia.ushmm.org/content/tr/article/the-weimar-republic,254,20232,0.0126,4.3
https://encyclopedia.ushmm.org/content/tr/article/dachau,252,6499,0.0388,4.87
https://encyclopedia.ushmm.org/content/tr/gallery/auschwitz-photographs,244,43185,0.0057,2.97
https://encyclopedia.ushmm.org/content/en/film/hitler-campaign-speech,241,1595,0.1511,6.14
https://encyclopedia.ushmm.org/content/tr/article/nazi-territorial-aggression-the-anschluss,239,8332,0.0287,5.88
https://encyclopedia.ushmm.org/content/tr/article/ghettos,233,128772,0.0018,5.02
https://encyclopedia.ushmm.org/content/tr/article/kiev-and-babi-yar,224,1109,0.202,3.48
https://encyclopedia.ushmm.org/content/tr/article/nazi-olympics-berlin-1936-abridged-article,223,14393,0.0155,7.12
https://encyclopedia.ushmm.org/content/en/article/aryan-1,213,7786,0.0274,4.62
https://encyclopedia.ushmm.org/content/tr/map/german-conquests-in-europe-1939-1942,212,9530,0.0222,3.6
https://encyclopedia.ushmm.org/content/tr/article/john-demjanjuk-prosecution-of-a-nazi-collaborator,212,1062,0.1996,3.16
https://encyclopedia.ushmm.org/content/tr/photo/adolf-hitler-greets-paul-von-hindenburg,210,13835,0.0152,5.99
https://encyclopedia.ushmm.org/content/tr/id-card/heinz-rosenberg,206,1954,0.1054,1.98
https://encyclopedia.ushmm.org/content/tr/photo/adolf-hitler-was-a-frontline-soldier-during-world-war-i,195,1354,0.144,2.09
https://encyclopedia.ushmm.org/content/ru/article/victims-of-the-nazi-era-nazi-racial-ideology,195,261,0.7471,2.23
https://encyclopedia.ushmm.org/content/ar/article/world-war-ii-in-europe,193,9486,0.0203,5.64
https://encyclopedia.ushmm.org/content/tr/article/protocols-of-the-elders-of-zion-key-dates,192,1093,0.1757,6.76
https://encyclopedia.ushmm.org/content/tr/article/the-warsaw-ghetto-uprising,186,2985,0.0623,3.18
https://encyclopedia.ushmm.org/content/ar/article/world-war-ii-key-dates,184,3520,0.0523,6.0
https://encyclopedia.ushmm.org/content/en/article/axis-powers-in-world-war-ii,182,996,0.1827,2.89
https://encyclopedia.ushmm.org/content/tr/film/nuremberg-trial-goering-testifies,179,25438,0.007,7.4
https://encyclopedia.ushmm.org/content/en/article/ss,178,165801,0.0011,3.08
https://encyclopedia.ushmm.org/content/tr/article/ghettos-in-poland,178,2683,0.0663,4.4
https://encyclopedia.ushmm.org/content/en/article/roma-gypsies-in-prewar-europe,177,4008,0.0442,4.59
https://encyclopedia.ushmm.org/content/tr/gallery/liberation-of-nazi-camps-films,177,2231,0.0793,6.14
https://encyclopedia.ushmm.org/content/tr/gallery/nazi-camps-photographs,176,716,0.2458,4.47
https://encyclopedia.ushmm.org/content/en/article/nazi-camps,176,335,0.5254,2.43
https://encyclopedia.ushmm.org/content/tr/article/lebensraum,173,12876,0.0134,5.04
https://encyclopedia.ushmm.org/content/tr/gallery/jews-in-prewar-germany-1,172,7904,0.0218,9.34
https://encyclopedia.ushmm.org/content/tr/article/the-reichstag-fire,170,18693,0.0091,10.13
https://encyclopedia.ushmm.org/content/en/article/martin-niemoeller-first-they-came-for-the-socialists,167,265,0.6302,3.52
https://encyclopedia.ushmm.org/content/ar/photo/group-portrait-of-six-young-jewish-men-and-women-in-the-piotrkow-trybunalski-ghetto,166,361,0.4598,5.96
https://encyclopedia.ushmm.org/content/tr/photo/german-girls-posing-outside-their-school-in-front-of-a-nazi-flag,165,16669,0.0099,6.19
https://encyclopedia.ushmm.org/content/ru/article/world-war-i,164,3677,0.0446,5.61
https://encyclopedia.ushmm.org/content/tr/map/killing-centers-in-occupied-poland-1942,161,550,0.2927,3.06
https://encyclopedia.ushmm.org/content/tr/article/hajj-amin-al-husayni-the-mufti-of-jerusalem,160,3625,0.0441,5.78
https://encyclopedia.ushmm.org/content/tr/article/nazi-propaganda-and-censorship,160,1349,0.1186,5.52
https://encyclopedia.ushmm.org/content/tr/article/bergen-belsen-abridged-article,158,1069,0.1478,3.58
https://encyclopedia.ushmm.org/content/ar/article/axis-powers-in-world-war-ii,157,349,0.4499,2.85
https://encyclopedia.ushmm.org/,156,18811,0.0083,8.31
https://encyclopedia.ushmm.org/content/en/gallery/world-war-ii-maps,156,1235,0.1263,1.78
https://encyclopedia.ushmm.org/content/tr/article/kristallnacht,153,17404,0.0088,3.09
https://encyclopedia.ushmm.org/content/tr/article/gassing-operations-abridged-article,151,1644,0.0918,4.55
https://encyclopedia.ushmm.org/content/tr/article/antisemitism-abridged-article,151,582,0.2595,4.75
https://encyclopedia.ushmm.org/content/tr/gallery/third-reich-an-overview-maps,149,6003,0.0248,7.05
https://encyclopedia.ushmm.org/content/tr/article/deportations,148,944,0.1568,6.39
https://encyclopedia.ushmm.org/content/tr/article/nazi-racism-an-overview,146,28905,0.0051,9.67
https://encyclopedia.ushmm.org/content/tr/photo/plaszow-camp-commandant-amon-goeth,146,17584,0.0083,2.03
https://encyclopedia.ushmm.org/content/tr/photo/scene-during-the-anti-jewish-boycott,145,401,0.3616,2.26
https://encyclopedia.ushmm.org/content/ru/map/the-dissolution-of-the-ottoman-empire-1807-1924,144,6965,0.0207,6.72
https://encyclopedia.ushmm.org/content/en/article/josef-mengele,142,801,0.1773,5.2
https://encyclopedia.ushmm.org/content/ru/article/the-armenian-genocide-1915-16-overview,138,790,0.1747,3.33
https://encyclopedia.ushmm.org/content/ru/article/world-war-ii-key-dates,133,1336,0.0996,4.96
https://encyclopedia.ushmm.org/content/tr/oral-history/miso-michael-vogel-describes-the-crematoria-at-auschwitz-birkenau,132,256,0.5156,2.25
https://encyclopedia.ushmm.org/content/tr/article/hajj-amin-al-husayni-wartime-propagandist,130,1451,0.0896,5.49
https://encyclopedia.ushmm.org/content/ar/article/adolf-hitler,128,11368,0.0113,6.91
https://encyclopedia.ushmm.org/content/tr/article/how-to-identify-reputable-historical-sources,127,2818,0.0451,7.24
https://encyclopedia.ushmm.org/content/tr/photo/hitler-and-speer-in-paris,124,30415,0.0041,8.83
https://encyclopedia.ushmm.org/content/tr/article/mein-kampf,123,6248,0.0197,7.97
https://encyclopedia.ushmm.org/content/tr/gallery/nazi-camps-abridged-article-maps,123,462,0.2662,1.8
https://encyclopedia.ushmm.org/content/tr/article/greece,122,22302,0.0055,21.74
https://encyclopedia.ushmm.org/content/tr/gallery/introduction-to-the-holocaust-films,122,7539,0.0162,8.46
https://encyclopedia.ushmm.org/content/tr/article/rwanda-the-first-conviction-for-genocide,120,7388,0.0162,13.77
https://encyclopedia.ushmm.org/content/en/article/the-armenian-genocide-1915-16-in-depth,114,11437,0.01,9.0
https://encyclopedia.ushmm.org/content/tr/article/third-reich-abridged-article,114,5344,0.0213,7.37
https://encyclopedia.ushmm.org/content/en/article/history-of-the-swastika,110,15584,0.0071,7.06
https://encyclopedia.ushmm.org/content/tr/gallery/auschwitz-maps,110,2484,0.0443,5.42
https://encyclopedia.ushmm.org/content/tr/article/mosaic-of-victims-an-overview,109,4411,0.0247,6.63
https://encyclopedia.ushmm.org/content/tr/photo/nazi-foreign-minister-joachim-von-ribbentrop-left-soviet-leader-joseph-stalin-center-and-soviet-foreign-minister-viacheslav,105,3264,0.0322,2.76
https://encyclopedia.ushmm.org/content/tr/article/the-movement-to-boycott-the-berlin-olympics-of-1936,103,303591,0.0003,7.38
https://encyclopedia.ushmm.org/content/en/article/nazi-medical-experiments,103,170,0.6059,2.28
https://encyclopedia.ushmm.org/content/tr/gallery/world-war-ii-in-europe-photographs,102,207,0.4928,2.56
https://encyclopedia.ushmm.org/content/tr/article/war-crimes-trials,100,1141,0.0876,7.2
https://encyclopedia.ushmm.org/content/tr/article/euthanasia-program,100,851,0.1175,6.51
https://encyclopedia.ushmm.org/content/tr/article/genocide-of-european-roma-gypsies-1939-1945,96,27090,0.0035,11.48
https://encyclopedia.ushmm.org/content/ar/article/antisemitism,96,235,0.4085,3.24
https://encyclopedia.ushmm.org/content/en/timeline-event/holocaust/before-1933/adolf-hitler-issues-comment-on-the-jewish-question,95,108,0.8796,1.83
https://encyclopedia.ushmm.org/content/tr/article/pogroms-abridged-article,94,39804,0.0024,5.38
https://encyclopedia.ushmm.org/content/en/article/protocols-of-the-elders-of-zion,94,909,0.1034,7.35
https://encyclopedia.ushmm.org/content/en/article/jewish-population-of-europe-in-1933-population-data-by-country,92,97,0.9485,2.38
https://encyclopedia.ushmm.org/content/ru/article/adolf-hitler,90,4581,0.0196,4.67
https://encyclopedia.ushmm.org/content/tr/article/german-soviet-pact,89,9369,0.0095,7.97
https://encyclopedia.ushmm.org/content/en/article/nazi-propaganda,89,573,0.1553,7.36
https://encyclopedia.ushmm.org/content/tr/film/liberation-of-mauthausen-and-gusen,88,489,0.18,4.5
https://encyclopedia.ushmm.org/content/tr/article/jewish-partisans,88,382,0.2304,4.1
https://encyclopedia.ushmm.org/content/ar/article/protocols-of-the-elders-of-zion,88,255,0.3451,4.41
https://encyclopedia.ushmm.org/content/tr/article/warsaw-abridged-article,87,164513,0.0005,14.72
https://encyclopedia.ushmm.org/content/tr/gallery/nazi-medical-experiments-films,87,1483,0.0587,9.36
https://encyclopedia.ushmm.org/content/en/article/lebensborn-program,85,1017,0.0836,5.82
https://encyclopedia.ushmm.org/content/tr/map/mediterranean-basin-1933,84,16568,0.0051,1.98
https://encyclopedia.ushmm.org/content/tr/film/jewish-religious-service-at-dachau,84,5924,0.0142,8.23
https://encyclopedia.ushmm.org/content/tr/photo/camp-commandant-addresses-ss-guards,84,3403,0.0247,5.12
https://encyclopedia.ushmm.org/content/tr/film/germany-invades-poland,83,3072,0.027,6.21
https://encyclopedia.ushmm.org/content/en/article/world-war-ii-in-the-pacific,82,2074,0.0395,5.81
https://encyclopedia.ushmm.org/content/tr/film/goebbels-claims-jews-will-destroy-culture,81,33124,0.0024,10.72
https://encyclopedia.ushmm.org/content/tr/photo/hajj-amin-al-husayni-meets-hitler-for-the-first-time,81,305,0.2656,6.19
https://encyclopedia.ushmm.org/content/en/article/bayer,81,116,0.6983,2.17
https://encyclopedia.ushmm.org/content/tr/article/german-wartime-expansion,78,1213,0.0643,5.5
https://encyclopedia.ushmm.org/content/tr/photo/french-leader-charles-de-gaulle-in-london,77,29557,0.0026,7.3
https://encyclopedia.ushmm.org/content/tr/article/the-nuremberg-race-laws,77,889,0.0866,9.09
https://encyclopedia.ushmm.org/content/en/article/book-burning,77,144,0.5347,4.92
https://encyclopedia.ushmm.org/content/en/gallery/auschwitz-camp-complex-maps,77,97,0.7938,1.35
https://encyclopedia.ushmm.org/content/ru/article/auschwitz,76,402,0.1891,3.93
https://encyclopedia.ushmm.org/content/ru/article/introduction-to-the-holocaust,75,905,0.0829,4.55
https://encyclopedia.ushmm.org/content/tr/id-card/eva-braun-levine,74,53290,0.0014,7.2
https://encyclopedia.ushmm.org/content/en/map/the-dissolution-of-the-ottoman-empire-1807-1924,73,3696,0.0198,7.27
https://encyclopedia.ushmm.org/content/ar/article/the-armenian-genocide-1915-16-in-depth,73,118,0.6186,3.83
https://encyclopedia.ushmm.org/content/tr/gallery/the-nazi-olympics-berlin-1936-photographs,72,100796,0.0007,14.62
https://encyclopedia.ushmm.org/tr/a-z/film?query=*:*&perPage=50&page=2,72,6179,0.0117,8.45
https://encyclopedia.ushmm.org/content/tr/article/treblinka-abridged-article,71,558,0.1272,4.6
https://encyclopedia.ushmm.org/content/en/article/auschwitz,70,10563,0.0066,5.79
https://encyclopedia.ushmm.org/content/ar/article/documenting-numbers-of-victims-of-the-holocaust-and-nazi-persecution,70,98,0.7143,1.74
https://encyclopedia.ushmm.org/content/ar/article/introduction-to-the-holocaust,69,1371,0.0503,5.43
https://encyclopedia.ushmm.org/content/tr/article/at-the-killing-centers,69,1049,0.0658,4.25
https://encyclopedia.ushmm.org/content/tr/id-card/kosta-kojo-naprta,67,568,0.118,2.43
https://encyclopedia.ushmm.org/content/ar/article/adolf-hitler-key-dates,66,11475,0.0058,8.15
https://encyclopedia.ushmm.org/content/en/article/spanish-civil-war,65,2136,0.0304,4.68
https://encyclopedia.ushmm.org/content/en/article/erwin-rommel,64,2789,0.0229,10.61
https://encyclopedia.ushmm.org/content/tr/article/gay-men-under-the-nazi-regime,64,594,0.1077,13.87
https://encyclopedia.ushmm.org/content/de/article/documenting-numbers-of-victims-of-the-holocaust-and-nazi-persecution,64,79,0.8101,1.54
https://encyclopedia.ushmm.org/content/en/article/adolf-hitler,62,44451,0.0014,7.59
https://encyclopedia.ushmm.org/content/tr/article/making-a-leader,61,11529,0.0053,1.41
https://encyclopedia.ushmm.org/content/tr/article/persecution-of-roma-gypsies-in-prewar-germany-1933-1939,61,9882,0.0062,9.86
https://encyclopedia.ushmm.org/content/tr/article/dachau-abridged-article,61,4873,0.0125,7.22
https://encyclopedia.ushmm.org/content/tr/article/holocaust-denial-key-dates,61,1814,0.0336,6.62
https://encyclopedia.ushmm.org/content/zh/article/history-of-the-swastika,61,761,0.0802,1.81
https://encyclopedia.ushmm.org/content/en/gallery/german-occupation-maps,61,432,0.1412,4.44
https://encyclopedia.ushmm.org/content/tr/article/reichstag-fire-decree,60,2445,0.0245,9.49
https://encyclopedia.ushmm.org/content/en/article/the-nuremberg-race-laws,60,107,0.5607,1.76
https://encyclopedia.ushmm.org/content/tr/article/the-murder-of-people-with-disabilities,59,489,0.1207,7.58
https://encyclopedia.ushmm.org/content/en/gallery/auschwitz-photographs,59,82,0.7195,2.74
https://encyclopedia.ushmm.org/content/en/article/heinrich-himmler,58,54670,0.0011,8.71
https://encyclopedia.ushmm.org/content/tr/article/balkan-campaign-spring-1941,58,2536,0.0229,14.89
https://encyclopedia.ushmm.org/content/tr/article/buchenwald,58,263,0.2205,5.38
https://encyclopedia.ushmm.org/content/tr/film/berlin-tokyo-rome-axis,58,192,0.3021,1.16
https://encyclopedia.ushmm.org/content/tr/film/roma-gypsies-in-romania,57,3109,0.0183,6.36
https://encyclopedia.ushmm.org/index.php/content/tr/article/documenting-numbers-of-victims-of-the-holocaust-and-nazi-persecution,57,321,0.1776,5.18
https://encyclopedia.ushmm.org/content/ru/article/history-of-the-swastika,56,848,0.066,4.0
https://encyclopedia.ushmm.org/content/en/article/karl-marx,55,24510,0.0022,11.59
https://encyclopedia.ushmm.org/content/tr/article/german-rule-in-occupied-europe,55,13413,0.0041,10.76
https://encyclopedia.ushmm.org/content/tr/article/sobibor-abridged-article,55,353,0.1558,4.14
https://encyclopedia.ushmm.org/content/en/film/hajj-amin-al-husayni-meets-hitler,55,159,0.3459,3.33
https://encyclopedia.ushmm.org/content/en/article/world-war-i-and-the-armenian-genocide,54,697,0.0775,3.58
https://encyclopedia.ushmm.org/content/tr/gallery/the-armenian-genocide-1915-16-overview-photographs,54,171,0.3158,2.91
https://encyclopedia.ushmm.org/content/tr/photo/hitler-and-mussolini-meet-in-munich,53,7148,0.0074,6.77
https://encyclopedia.ushmm.org/content/ar/article/world-war-ii-in-europe-1,53,1011,0.0524,12.88
https://encyclopedia.ushmm.org/content/en/article/nazi-racism,52,489,0.1063,6.92
https://encyclopedia.ushmm.org/content/tr/article/liberation-of-nazi-camps,51,2789,0.0183,2.52
https://encyclopedia.ushmm.org/index.php/content/tr/gallery/introduction-to-the-holocaust-maps,51,1025,0.0498,3.81
https://encyclopedia.ushmm.org/content/en/article/mein-kampf,51,776,0.0657,6.33
https://encyclopedia.ushmm.org/content/tr/article/death-marches-1,51,341,0.1496,5.18
https://encyclopedia.ushmm.org/content/en/gallery/the-armenian-genocide-1915-16-in-depth-photographs,51,66,0.7727,2.36
https://encyclopedia.ushmm.org/content/en/article/blitzkrieg-lightning-war,50,18460,0.0027,6.31
https://encyclopedia.ushmm.org/content/en/article/invasion-of-poland-fall-1939,50,156,0.3205,5.62
https://encyclopedia.ushmm.org/content/ru/article/josef-mengele,50,104,0.4808,2.84
https://encyclopedia.ushmm.org/content/ru/article/invasion-of-poland-fall-1939,50,56,0.8929,2.88
https://encyclopedia.ushmm.org/content/en/article/introduction-to-judaism,49,10809,0.0045,7.4
https://encyclopedia.ushmm.org/content/en/article/oskar-schindler,49,1950,0.0251,7.49
https://encyclopedia.ushmm.org/content/ru/article/racism-abridged-article,49,70,0.7,3.09
https://encyclopedia.ushmm.org/content/ru/article/axis-powers-in-world-war-ii,49,52,0.9423,2.1
https://encyclopedia.ushmm.org/content/tr/article/rescue-in-denmark,48,5136,0.0093,25.61
https://encyclopedia.ushmm.org/content/en/article/what-is-genocide,47,9819,0.0048,9.71
https://encyclopedia.ushmm.org/content/en/article/the-nazi-olympics-berlin-1936,47,827,0.0568,6.23
https://encyclopedia.ushmm.org/content/tr/article/the-wannsee-conference-and-the-final-solution,47,197,0.2386,4.06
https://encyclopedia.ushmm.org/content/en/gallery/poland-maps,47,161,0.2919,1.66
https://encyclopedia.ushmm.org/content/en/article/german-armed-forces-high-command,47,70,0.6714,4.64
https://encyclopedia.ushmm.org/content/de/article/mein-kampf,46,5438,0.0085,5.41
https://encyclopedia.ushmm.org/content/en/article/kristallnacht,45,635,0.0709,6.47
https://encyclopedia.ushmm.org/content/tr/article/mobile-killing-squads,44,22925,0.0019,8.99
https://encyclopedia.ushmm.org/content/en/article/german-soviet-pact,44,739,0.0595,6.88
https://encyclopedia.ushmm.org/content/en/article/blood-libel,44,727,0.0605,3.56
https://encyclopedia.ushmm.org/content/en/gallery/concentration-camps-1942-45-maps,44,51,0.8627,2.25
https://encyclopedia.ushmm.org/content/tr/article/hitler-youth-2,43,2378,0.0181,6.22
https://encyclopedia.ushmm.org/content/tr/photo/jewish-women-at-forced-labor-in-a-sewing-workshop,43,157,0.2739,6.99
https://encyclopedia.ushmm.org/content/fr/article/the-armenian-genocide-1915-16-in-depth,43,107,0.4019,3.36
https://encyclopedia.ushmm.org/content/en/article/remaining-jewish-population-of-europe-in-1945,43,51,0.8431,3.06
https://encyclopedia.ushmm.org/content/tr/article/neville-chamberlain,42,2325,0.0181,6.25
https://encyclopedia.ushmm.org/content/ar/article/history-of-the-swastika,42,114,0.3684,4.64
https://encyclopedia.ushmm.org/content/en/gallery/jewish-population-of-europe,42,51,0.8235,3.82
