Date,Clicks,Impressions,CTR,Position
2024-10-07,21874,688038,0.0318,7.59
2024-10-06,12711,434618,0.0292,8.96
2024-10-05,9825,373066,0.0263,8.97
2024-10-04,17666,596416,0.0296,7.62
2024-10-03,20309,663472,0.0306,7.86
2024-10-02,21649,703008,0.0308,7.87
2024-10-01,21949,724552,0.0303,7.73
2024-09-30,22283,699704,0.0318,7.52
2024-09-29,13644,446484,0.0306,8.51
2024-09-28,10404,386070,0.0269,9.26
2024-09-27,16488,561005,0.0294,7.94
2024-09-26,19672,658536,0.0299,7.69
2024-09-25,19417,667023,0.0291,7.71
2024-09-24,20457,686022,0.0298,7.94
2024-09-23,18874,652414,0.0289,7.74
2024-09-22,12986,428990,0.0303,8.66
2024-09-21,10556,380558,0.0277,9.02
2024-09-20,16320,591136,0.0276,7.71
2024-09-19,20113,686051,0.0293,7.38
2024-09-18,19210,650139,0.0295,7.69
2024-09-17,19077,631451,0.0302,7.41
2024-09-16,18156,614898,0.0295,7.58
2024-09-15,12368,412612,0.03,8.77
2024-09-14,10581,370033,0.0286,8.69
2024-09-13,15277,543444,0.0281,7.69
2024-09-12,17372,593500,0.0293,7.65
2024-09-11,16937,582726,0.0291,7.89
2024-09-10,16641,591410,0.0281,7.56
2024-09-09,16423,572189,0.0287,7.52
2024-09-08,10929,395649,0.0276,8.68
2024-09-07,9542,358248,0.0266,8.42
2024-09-06,14481,523438,0.0277,7.5
2024-09-05,16422,572620,0.0287,7.43
2024-09-04,16800,572165,0.0294,7.57
2024-09-03,15223,552531,0.0276,7.74
2024-09-02,11882,416760,0.0285,7.8
2024-09-01,11182,400017,0.028,7.76
2024-08-31,9070,335201,0.0271,8.03
2024-08-30,11879,450858,0.0263,7.38
2024-08-29,13867,518162,0.0268,7.22
2024-08-28,14224,518215,0.0274,7.26
2024-08-27,14023,505528,0.0277,7.1
2024-08-26,13289,495661,0.0268,7.15
2024-08-25,10550,386943,0.0273,7.98
2024-08-24,9489,360608,0.0263,8.68
2024-08-23,11863,455024,0.0261,7.84
2024-08-22,12761,482972,0.0264,7.78
2024-08-21,13232,481024,0.0275,7.83
2024-08-20,13151,479266,0.0274,7.68
2024-08-19,12488,473307,0.0264,7.59
2024-08-18,10839,403309,0.0269,8.4
2024-08-17,9708,375792,0.0258,8.45
2024-08-16,10716,425221,0.0252,7.8
2024-08-15,12050,432364,0.0279,7.63
2024-08-14,11987,450615,0.0266,7.88
2024-08-13,12197,449247,0.0271,7.87
2024-08-12,10910,432435,0.0252,8.1
2024-08-11,10805,409165,0.0264,8.19
2024-08-10,9771,385232,0.0254,8.0
2024-08-09,9996,422197,0.0237,8.4
2024-08-08,10022,433420,0.0231,8.08
2024-08-07,10411,434798,0.0239,8.3
2024-08-06,10078,448686,0.0225,9.17
2024-08-05,9956,418417,0.0238,9.26
2024-08-04,10476,421648,0.0248,9.06
2024-08-03,9884,414631,0.0238,8.6
2024-08-02,9703,410293,0.0236,8.28
2024-08-01,9857,421747,0.0234,7.93
2024-07-31,10829,418190,0.0259,8.15
2024-07-30,11469,424293,0.027,8.04
2024-07-29,11684,431524,0.0271,8.04
2024-07-28,12049,441686,0.0273,8.07
2024-07-27,11397,421170,0.0271,8.14
2024-07-26,11062,428710,0.0258,7.98
2024-07-25,11633,440075,0.0264,8.31
2024-07-24,11491,429458,0.0268,8.08
2024-07-23,10778,413063,0.0261,8.65
2024-07-22,10807,416152,0.026,8.14
2024-07-21,11482,420887,0.0273,8.41
2024-07-20,10648,380713,0.028,8.08
2024-07-19,10679,397861,0.0268,8.19
2024-07-18,11671,427001,0.0273,8.02
2024-07-17,12135,455413,0.0266,8.15
2024-07-16,12022,427179,0.0281,8.03
2024-07-15,14065,466875,0.0301,7.79
2024-07-14,18770,508999,0.0369,7.7
2024-07-13,23925,558564,0.0428,7.22
2024-07-12,11339,424368,0.0267,8.02
2024-07-11,12212,451548,0.027,8.11
2024-07-10,12708,463516,0.0274,8.2
2024-07-09,12157,455618,0.0267,8.0
2024-07-08,12128,458149,0.0265,8.57
2024-07-07,12865,455373,0.0283,8.58
2024-07-06,11934,436469,0.0273,8.37
2024-07-05,11891,433195,0.0274,8.52
2024-07-04,12029,414353,0.029,8.57
2024-07-03,13211,463383,0.0285,8.44
2024-07-02,14237,487997,0.0292,8.14
2024-07-01,13031,462646,0.0282,8.24
2024-06-30,11453,427755,0.0268,7.98
2024-06-29,10705,409688,0.0261,8.11
2024-06-28,10293,419056,0.0246,7.92
2024-06-27,10966,462663,0.0237,7.49
2024-06-26,11473,478535,0.024,8.07
2024-06-25,11646,484897,0.024,7.81
2024-06-24,12290,486344,0.0253,8.09
2024-06-23,12979,440915,0.0294,8.36
2024-06-22,12134,417859,0.029,8.1
2024-06-21,12037,450655,0.0267,7.9
2024-06-20,12778,494150,0.0259,7.92
2024-06-19,13365,479430,0.0279,7.72
2024-06-18,13217,523303,0.0253,7.49
2024-06-17,14238,537594,0.0265,7.31
2024-06-16,13445,462835,0.029,7.96
2024-06-15,13143,446568,0.0294,7.76
2024-06-14,14271,494395,0.0289,7.4
2024-06-13,15951,578937,0.0276,7.01
2024-06-12,18194,653647,0.0278,7.02
2024-06-11,20721,705813,0.0294,6.97
2024-06-10,22147,757030,0.0293,7.13
2024-06-09,20501,637584,0.0322,7.59
2024-06-08,17469,592363,0.0295,7.47
2024-06-07,21689,734692,0.0295,7.16
2024-06-06,31674,1108547,0.0286,6.26
2024-06-05,26893,976484,0.0275,6.09
2024-06-04,25852,851531,0.0304,6.59
2024-06-03,27645,832097,0.0332,6.48
2024-06-02,19952,555027,0.0359,6.96
2024-06-01,14439,441688,0.0327,7.31
2024-05-31,25504,734635,0.0347,6.16
2024-05-30,32494,928568,0.035,6.14
2024-05-29,33607,984047,0.0342,6.34
2024-05-28,35073,1022514,0.0343,6.39
2024-05-27,26561,722186,0.0368,6.77
2024-05-26,17905,533519,0.0336,7.45
2024-05-25,14929,468642,0.0319,7.69
2024-05-24,27484,827514,0.0332,6.52
2024-05-23,38703,1102150,0.0351,6.07
2024-05-22,40805,1216186,0.0336,6.06
2024-05-21,44111,1317989,0.0335,5.98
2024-05-20,46109,1346078,0.0343,5.95
2024-05-19,26202,659612,0.0397,6.9
2024-05-18,17166,507612,0.0338,7.68
2024-05-17,40656,1190856,0.0341,6.01
2024-05-16,52805,1455343,0.0363,5.8
2024-05-15,51909,1455214,0.0357,5.9
2024-05-14,53225,1495720,0.0356,5.92
2024-05-13,54495,1492067,0.0365,5.89
2024-05-12,24836,612210,0.0406,7.24
2024-05-11,19498,503572,0.0387,7.57
2024-05-10,48090,1323270,0.0363,5.89
2024-05-09,64348,1716128,0.0375,5.85
2024-05-08,62071,1631830,0.038,5.99
2024-05-07,62572,1605938,0.039,5.93
2024-05-06,63601,1632615,0.039,6.0
2024-05-05,32606,717091,0.0455,7.44
2024-05-04,21961,537500,0.0409,7.88
2024-05-03,51590,1326453,0.0389,6.08
2024-05-02,61622,1592786,0.0387,5.9
2024-05-01,58661,1571414,0.0373,5.86
2024-04-30,59955,1609919,0.0372,5.9
2024-04-29,56428,1575910,0.0358,5.9
2024-04-28,24643,626524,0.0393,7.33
2024-04-27,17355,473377,0.0367,7.91
2024-04-26,47740,1341079,0.0356,6.02
2024-04-25,58036,1564243,0.0371,5.78
2024-04-24,59300,1579321,0.0375,5.86
2024-04-23,58580,1570652,0.0373,5.92
2024-04-22,56803,1565353,0.0363,5.83
2024-04-21,24467,623205,0.0393,7.37
2024-04-20,16990,495217,0.0343,7.73
2024-04-19,47357,1360221,0.0348,5.86
2024-04-18,58707,1580907,0.0371,5.62
2024-04-17,55235,1553293,0.0356,5.71
2024-04-16,52131,1510967,0.0345,5.73
2024-04-15,52820,1517499,0.0348,5.79
2024-04-14,23081,636782,0.0362,7.11
2024-04-13,16178,481754,0.0336,7.56
2024-04-12,48050,1362271,0.0353,5.78
2024-04-11,58222,1574559,0.037,5.69
2024-04-10,52961,1415358,0.0374,5.74
2024-04-09,53627,1501074,0.0357,5.85
2024-04-08,45624,1276572,0.0357,6.34
2024-04-07,23356,595119,0.0392,7.78
2024-04-06,17165,466741,0.0368,7.97
2024-04-05,40379,1134309,0.0356,6.53
2024-04-04,48277,1293863,0.0373,6.48
2024-04-03,45612,1267555,0.036,6.56
2024-04-02,42148,1191780,0.0354,6.22
2024-04-01,31499,898696,0.035,6.43
2024-03-31,18818,506445,0.0372,7.57
2024-03-30,16340,441253,0.037,7.53
2024-03-29,22344,630236,0.0355,6.84
2024-03-28,38432,1103691,0.0348,6.04
2024-03-27,41445,1201879,0.0345,5.86
2024-03-26,42420,1221149,0.0347,5.89
2024-03-25,41424,1202595,0.0344,6.08
2024-03-24,20576,567780,0.0362,7.45
2024-03-23,15028,468608,0.0321,7.76
2024-03-22,39976,1167062,0.0343,5.91
2024-03-21,51110,1426191,0.0358,5.72
2024-03-20,51502,1428345,0.0361,5.74
2024-03-19,50786,1416141,0.0359,5.77
2024-03-18,47621,1386680,0.0343,5.92
2024-03-17,22966,619569,0.0371,7.27
2024-03-16,16819,484819,0.0347,7.7
2024-03-15,37438,1098827,0.0341,6.15
2024-03-14,46531,1321064,0.0352,5.96
2024-03-13,47161,1308579,0.036,5.92
2024-03-12,47705,1310954,0.0364,5.89
2024-03-11,44924,1260486,0.0356,5.81
2024-03-10,20618,571089,0.0361,6.98
2024-03-09,15416,459471,0.0336,7.37
2024-03-08,40525,1199387,0.0338,5.93
2024-03-07,52665,1507372,0.0349,5.76
2024-03-06,54059,1549742,0.0349,5.86
2024-03-05,51638,1504558,0.0343,5.84
2024-03-04,48593,1470198,0.0331,5.9
2024-03-03,22189,618393,0.0359,7.36
2024-03-02,16032,492353,0.0326,7.49
2024-03-01,41642,1275599,0.0326,6.03
2024-02-29,51748,1463912,0.0353,5.81
2024-02-28,50078,1424924,0.0351,5.83
2024-02-27,49471,1429160,0.0346,5.78
2024-02-26,48036,1402138,0.0343,5.84
2024-02-25,21814,589021,0.037,7.24
2024-02-24,15590,464294,0.0336,7.8
2024-02-23,37592,1132308,0.0332,6.15
2024-02-22,47339,1284426,0.0369,5.89
2024-02-21,45301,1266936,0.0358,6.12
2024-02-20,41513,1201906,0.0345,6.06
2024-02-19,24429,657101,0.0372,7.08
2024-02-18,18438,504198,0.0366,7.56
2024-02-17,15415,449918,0.0343,7.67
2024-02-16,31606,935097,0.0338,6.18
2024-02-15,43924,1225073,0.0359,5.86
2024-02-14,39135,1122261,0.0349,5.83
2024-02-13,42457,1191604,0.0356,5.86
2024-02-12,40101,1134694,0.0353,6.04
2024-02-11,17766,480391,0.037,7.48
2024-02-10,14006,424689,0.033,7.78
2024-02-09,36075,1072128,0.0336,6.12
2024-02-08,43737,1251650,0.0349,6.01
2024-02-07,42429,1220761,0.0348,5.99
2024-02-06,43092,1239564,0.0348,6.11
2024-02-05,40991,1192834,0.0344,6.19
2024-02-04,20369,552367,0.0369,7.5
2024-02-03,14932,452599,0.033,7.89
2024-02-02,35972,1058664,0.034,6.12
2024-02-01,45548,1247257,0.0365,6.0
2024-01-31,45965,1209913,0.038,5.94
2024-01-30,46781,1228235,0.0381,5.95
2024-01-29,44171,1193532,0.037,6.04
2024-01-28,22597,556083,0.0406,7.65
2024-01-27,25165,565599,0.0445,7.43
2024-01-26,43484,1139095,0.0382,6.1
2024-01-25,50238,1242269,0.0404,5.99
2024-01-24,47419,1200806,0.0395,6.16
2024-01-23,44261,1135480,0.039,6.32
2024-01-22,40847,1101152,0.0371,6.49
2024-01-21,18266,495699,0.0368,8.19
2024-01-20,13764,415100,0.0332,8.41
2024-01-19,30997,874982,0.0354,6.57
2024-01-18,38896,1060077,0.0367,6.27
2024-01-17,35819,938000,0.0382,6.5
2024-01-16,30810,848924,0.0363,6.67
2024-01-15,17819,490709,0.0363,7.86
2024-01-14,14708,427490,0.0344,8.3
2024-01-13,13124,396431,0.0331,8.57
2024-01-12,32305,897110,0.036,6.6
2024-01-11,40632,1084418,0.0375,6.44
2024-01-10,38805,1015650,0.0382,6.46
2024-01-09,35398,949461,0.0373,6.6
2024-01-08,31502,849746,0.0371,6.87
2024-01-07,15187,424882,0.0357,8.89
2024-01-06,12596,388504,0.0324,8.85
2024-01-05,26249,698530,0.0376,6.93
2024-01-04,26053,710862,0.0366,6.9
2024-01-03,22291,620814,0.0359,7.66
2024-01-02,16456,481914,0.0341,8.18
2024-01-01,11547,355499,0.0325,8.68
