Date,Clicks,Impressions,CTR,Position
2024-02-20,223,19099,0.0117,18.81
2024-02-19,213,18900,0.0113,19.33
2024-02-18,210,18803,0.0112,18.07
2024-02-17,218,17289,0.0126,18.76
2024-02-16,151,16721,0.009,19.18
2024-02-15,220,18896,0.0116,17.86
2024-02-14,184,17839,0.0103,18.75
2024-02-13,189,17266,0.0109,17.95
2024-02-12,204,17690,0.0115,16.93
2024-02-11,202,16554,0.0122,17.01
2024-02-10,155,14677,0.0106,17.55
2024-02-09,156,14845,0.0105,18.45
2024-02-08,186,15729,0.0118,18.26
2024-02-07,183,16804,0.0109,18.81
2024-02-06,187,17738,0.0105,17.85
2024-02-05,169,16675,0.0101,18.46
2024-02-04,225,17288,0.013,17.42
2024-02-03,184,16160,0.0114,17.27
2024-02-02,149,15366,0.0097,18.67
2024-02-01,180,17130,0.0105,19.17
2024-01-31,220,17198,0.0128,18.44
2024-01-30,233,17328,0.0134,18.43
2024-01-29,237,17877,0.0133,17.46
2024-01-28,220,18124,0.0121,18.35
2024-01-27,206,16160,0.0127,17.72
2024-01-26,162,16467,0.0098,19.32
2024-01-25,187,17267,0.0108,20.03
2024-01-24,194,17994,0.0108,19.87
2024-01-23,213,17559,0.0121,19.27
2024-01-22,214,18151,0.0118,19.3
2024-01-21,228,17151,0.0133,18.74
2024-01-20,178,15904,0.0112,19.05
2024-01-19,160,16401,0.0098,19.9
2024-01-18,190,16911,0.0112,18.69
2024-01-17,205,15665,0.0131,17.71
2024-01-16,264,17237,0.0153,17.6
2024-01-15,216,16426,0.0131,17.95
2024-01-14,256,16867,0.0152,17.62
2024-01-13,197,15398,0.0128,18.0
2024-01-12,198,14637,0.0135,18.5
2024-01-11,199,16719,0.0119,19.34
2024-01-10,196,16624,0.0118,19.85
2024-01-09,195,17067,0.0114,19.92
2024-01-08,223,17188,0.013,20.06
2024-01-07,226,17065,0.0132,18.51
2024-01-06,206,15918,0.0129,18.81
2024-01-05,205,15492,0.0132,18.77
2024-01-04,213,16932,0.0126,18.55
2024-01-03,197,17247,0.0114,18.52
2024-01-02,212,16672,0.0127,18.04
2024-01-01,215,16834,0.0128,17.48
