Top pages,Clicks,Impressions,CTR,Position
https://encyclopedia.ushmm.org/content/ru/gallery/auschwitz-photographs,2166,101508,0.0213,2.08
https://encyclopedia.ushmm.org/content/ru/map/the-dissolution-of-the-ottoman-empire-1807-1924,1917,204357,0.0094,6.18
https://encyclopedia.ushmm.org/content/ru/gallery/nazi-camps-abridged-article-maps,1826,11608,0.1573,2.93
https://encyclopedia.ushmm.org/content/ru/article/oskar-schindler-abridged-article,1703,85325,0.02,6.76
https://encyclopedia.ushmm.org/content/ru/article/gassing-operations,1703,34920,0.0488,3.91
https://encyclopedia.ushmm.org/content/ru/photo/hitler-and-speer-in-paris,1532,48839,0.0314,3.61
https://encyclopedia.ushmm.org/content/ru/article/women-during-the-holocaust,1529,6588,0.2321,3.14
https://encyclopedia.ushmm.org/content/ru/article/kristallnacht,1475,34930,0.0422,2.77
https://encyclopedia.ushmm.org/content/ru/film/hitler-speaks-before-the-reichstag-german-parliament,1465,14270,0.1027,8.33
https://encyclopedia.ushmm.org/content/ru/article/anne-frank-abridged-article,1444,84686,0.0171,9.21
https://encyclopedia.ushmm.org/content/ru/article/world-war-ii-in-europe,1418,154453,0.0092,9.06
https://encyclopedia.ushmm.org/content/ru/gallery/third-reich-abridged-article-films,1413,15124,0.0934,6.63
https://encyclopedia.ushmm.org/content/ru/article/gay-men-under-the-nazi-regime,1386,77172,0.018,8.98
https://encyclopedia.ushmm.org/content/ru/map/german-territorial-losses-treaty-of-versailles-1919,1307,31667,0.0413,6.69
https://encyclopedia.ushmm.org/content/ru/article/antisemitism,1299,190010,0.0068,3.44
https://encyclopedia.ushmm.org/content/ru/article/protocols-of-the-elders-of-zion,1287,17067,0.0754,4.4
https://encyclopedia.ushmm.org/content/ru/article/at-the-killing-centers,1208,8450,0.143,6.13
https://encyclopedia.ushmm.org/content/ru/article/nazi-racism,1136,26933,0.0422,8.63
https://encyclopedia.ushmm.org/content/ru/gallery/third-reich-an-overview-maps,1081,32338,0.0334,6.87
https://encyclopedia.ushmm.org/content/ru/article/third-reich-an-overview,1061,195913,0.0054,6.25
https://encyclopedia.ushmm.org/content/ru/article/holocaust-abridged-article,1052,509154,0.0021,9.88
https://encyclopedia.ushmm.org/content/ru/gallery/at-the-killing-centers,1026,7199,0.1425,2.82
https://encyclopedia.ushmm.org/content/ru/article/children-during-the-holocaust,1020,8651,0.1179,3.86
https://encyclopedia.ushmm.org/content/ru/article/gestapo,993,137300,0.0072,4.4
https://encyclopedia.ushmm.org/content/ru/article/protocols-of-the-elders-of-zion-key-dates,951,16361,0.0581,5.12
https://encyclopedia.ushmm.org/content/ru/article/the-nazi-olympics-berlin-1936,902,25117,0.0359,9.07
https://encyclopedia.ushmm.org/content/ru/article/nazi-territorial-aggression-the-anschluss,901,79468,0.0113,6.37
https://encyclopedia.ushmm.org/content/ru/article/nazi-rule,850,48600,0.0175,7.16
https://encyclopedia.ushmm.org/content/ru/article/ghettos,821,179281,0.0046,3.04
https://encyclopedia.ushmm.org/content/ru/article/hitler-youth-2,780,66688,0.0117,3.86
https://encyclopedia.ushmm.org/content/ru/article/nazi-propaganda,773,51617,0.015,2.64
https://encyclopedia.ushmm.org/content/ru/article/death-marches-1,763,8171,0.0934,4.66
https://encyclopedia.ushmm.org/content/ru/gallery/history-of-the-swastika-photographs,759,546232,0.0014,10.21
https://encyclopedia.ushmm.org/content/ru/article/liberation-of-nazi-camps,758,31838,0.0238,8.6
https://encyclopedia.ushmm.org/content/ru/article/the-nuremberg-trials,752,21204,0.0355,11.32
https://encyclopedia.ushmm.org/content/ru/article/world-war-ii-in-europe-1,713,33468,0.0213,3.08
https://encyclopedia.ushmm.org/content/ru/article/genocide-abridged-article,689,263302,0.0026,6.94
https://encyclopedia.ushmm.org/content/ru/article/dachau-abridged-article,665,30529,0.0218,3.75
https://encyclopedia.ushmm.org/content/ru/article/war-crimes-trials,649,47602,0.0136,3.69
https://encyclopedia.ushmm.org/content/ru/article/eugenics,613,68757,0.0089,5.44
https://encyclopedia.ushmm.org/content/ru/article/women-during-the-holocaust-abridged-article,601,4425,0.1358,2.9
https://encyclopedia.ushmm.org/content/ru/article/international-military-tribunal-at-nuremberg,585,71198,0.0082,8.01
https://encyclopedia.ushmm.org/content/ru/article/adolf-eichmann-abridged-article,554,46481,0.0119,5.6
https://encyclopedia.ushmm.org/content/ru/film/pogrom-in-lvov,538,4088,0.1316,3.96
https://encyclopedia.ushmm.org/content/ru/map/killing-centers-in-occupied-poland-1942,537,1658,0.3239,3.22
https://encyclopedia.ushmm.org/content/ru/article/oskar-schindler,531,58234,0.0091,6.39
https://encyclopedia.ushmm.org/content/ru/article/anne-frank,516,82324,0.0063,8.75
https://encyclopedia.ushmm.org/content/ru/article/german-rule-in-occupied-europe,505,3294,0.1533,4.24
https://encyclopedia.ushmm.org/content/ru/gallery/nazi-camps-photographs,476,1125,0.4231,3.0
https://encyclopedia.ushmm.org/content/ru/article/treblinka-abridged-article,451,11471,0.0393,4.03
https://encyclopedia.ushmm.org/content/ru/article/the-soviet-union-and-the-eastern-front,437,4273,0.1023,5.38
https://encyclopedia.ushmm.org/content/ru/map/german-soviet-partition-1939,414,5248,0.0789,4.64
https://encyclopedia.ushmm.org/content/ru/article/nazi-propaganda-and-censorship,407,2741,0.1485,5.41
https://encyclopedia.ushmm.org/content/ru/article/jewish-life-in-europe-before-the-holocaust,404,70257,0.0058,8.96
https://encyclopedia.ushmm.org/content/ru/article/nazi-racism-an-overview,364,164198,0.0022,8.27
https://encyclopedia.ushmm.org/ru,363,13798,0.0263,9.64
https://encyclopedia.ushmm.org/content/ru/article/mobile-killing-squads,352,1196,0.2943,4.11
https://encyclopedia.ushmm.org/content/ru/gallery/introduction-to-the-holocaust-photographs,318,13099,0.0243,2.16
https://encyclopedia.ushmm.org/content/ru/article/ss-police-state,317,243939,0.0013,6.1
https://encyclopedia.ushmm.org/content/ru/article/sobibor-abridged-article,305,25459,0.012,7.31
https://encyclopedia.ushmm.org/content/ru/article/euthanasia-program,303,7380,0.0411,8.77
https://encyclopedia.ushmm.org/content/ru/article/the-german-army-and-the-racial-nature-of-the-war-against-the-soviet-union,302,6730,0.0449,4.58
https://encyclopedia.ushmm.org/content/ru/article/nuremberg-laws,301,1461,0.206,3.71
https://encyclopedia.ushmm.org/content/ru/film/liberation-of-dachau,287,1024,0.2803,2.27
https://encyclopedia.ushmm.org/content/ru/article/postwar-refugee-crisis-and-the-establishment-of-the-state-of-israel,276,4382,0.063,4.95
https://encyclopedia.ushmm.org/content/ru/article/genocide-timeline,273,5075,0.0538,6.72
https://encyclopedia.ushmm.org/content/ru/photo/former-gas-chamber-in-the-auschwitz-main-camp,268,8876,0.0302,7.29
https://encyclopedia.ushmm.org/content/ru/article/dachau,267,27930,0.0096,6.0
https://encyclopedia.ushmm.org/content/ru/gallery/liberation-of-nazi-camps-photographs,263,1381,0.1904,4.28
https://encyclopedia.ushmm.org/content/ru/article/jehovahs-witnesses-in-germany-from-the-1890s-to-the-1930s,251,43958,0.0057,9.3
https://encyclopedia.ushmm.org/content/ru/gallery/the-armenian-genocide-1915-16-in-depth-photographs,250,1232,0.2029,1.67
https://encyclopedia.ushmm.org/content/en/article/documenting-numbers-of-victims-of-the-holocaust-and-nazi-persecution,246,1198,0.2053,7.58
https://encyclopedia.ushmm.org/content/ru/gallery/antisemitism-photographs,234,4718,0.0496,8.74
https://encyclopedia.ushmm.org/content/ru/film/goebbels-claims-jews-will-destroy-culture,227,69619,0.0033,9.79
https://encyclopedia.ushmm.org/content/ru/article/liberation,225,6727,0.0334,5.83
https://encyclopedia.ushmm.org/content/zh/article/history-of-the-swastika,223,7396,0.0302,2.29
https://encyclopedia.ushmm.org/content/ru/gallery/buchenwald-abridged-article-photographs,219,11334,0.0193,12.68
https://encyclopedia.ushmm.org/content/ru/article/prisoners-of-the-camps,215,1069,0.2011,3.76
https://encyclopedia.ushmm.org/content/ru/article/genocide-of-european-roma-gypsies-1939-1945,209,12740,0.0164,10.32
https://encyclopedia.ushmm.org/content/ru/gallery/world-war-ii-in-europe-photographs,201,642,0.3131,4.07
https://encyclopedia.ushmm.org/content/ru/article/resistance-inside-germany,200,703,0.2845,4.91
https://encyclopedia.ushmm.org/content/ru/article/einsatzgruppen,197,3683,0.0535,5.49
https://encyclopedia.ushmm.org/content/ru/article/the-warsaw-ghetto-uprising,196,13008,0.0151,2.71
https://encyclopedia.ushmm.org/content/ru/gallery/nazi-propaganda-photographs,188,344,0.5465,2.06
https://encyclopedia.ushmm.org/content/ru/film/germany-invades-poland,181,7010,0.0258,8.5
https://encyclopedia.ushmm.org/content/ru/article/jews-in-prewar-germany,179,2964,0.0604,10.01
https://encyclopedia.ushmm.org/content/ru/film/nuremberg-trial-goering-testifies,178,58747,0.003,11.6
https://encyclopedia.ushmm.org/content/ru/article/nazi-olympics-berlin-1936-abridged-article,177,4691,0.0377,7.55
https://encyclopedia.ushmm.org/content/ru/gallery/third-reich-an-overview-photographs,175,10310,0.017,8.33
https://encyclopedia.ushmm.org/content/ru/article/international-military-tribunal-at-nuremberg-abridged-article,170,2680,0.0634,3.86
https://encyclopedia.ushmm.org/content/ru/film/julius-streicher,164,3202,0.0512,3.09
https://encyclopedia.ushmm.org/content/ru/article/neville-chamberlain,162,6342,0.0255,4.66
https://encyclopedia.ushmm.org/content/ru/article/the-night-of-broken-glass,160,31595,0.0051,6.17
https://encyclopedia.ushmm.org/content/ru/photo/trench-warfare-on-the-western-front-during-world-war-i,156,2314,0.0674,7.82
https://encyclopedia.ushmm.org/tags/ru/tag/medical-experiments,156,390,0.4,6.71
https://encyclopedia.ushmm.org/content/ru/article/bergen-belsen-abridged-article,154,1036,0.1486,3.45
https://encyclopedia.ushmm.org/content/ru/article/pogroms,145,6541,0.0222,5.65
https://encyclopedia.ushmm.org/content/ru/gallery/the-survivors-stories,145,249,0.5823,1.97
https://encyclopedia.ushmm.org/content/ru/article/liberation-of-nazi-camps-abridged-article,144,598,0.2408,4.29
https://encyclopedia.ushmm.org/index.php/content/ru/gallery/third-reich-an-overview-maps,135,721,0.1872,5.18
https://encyclopedia.ushmm.org/content/ru/article/the-treatment-of-soviet-pows-starvation-disease-and-shootings-june-1941january-1942,134,303,0.4422,3.07
https://encyclopedia.ushmm.org/content/ru/photo/adolf-hitler-greets-paul-von-hindenburg,132,28893,0.0046,9.09
https://encyclopedia.ushmm.org/content/ru/gallery/rescue-photographs,131,9692,0.0135,5.62
https://encyclopedia.ushmm.org/content/ru/gallery/women-during-the-holocaust-stories,129,310,0.4161,4.76
https://encyclopedia.ushmm.org/content/ru/article/antisemitism-abridged-article,128,117116,0.0011,8.93
https://encyclopedia.ushmm.org/content/ru/map/germany-1933,127,1916,0.0663,4.36
https://encyclopedia.ushmm.org/content/ru/photo/jews-ordered-to-undress-before-their-execution,127,395,0.3215,2.29
https://encyclopedia.ushmm.org/content/ru/article/holocaust-denial-key-dates,121,9732,0.0124,11.69
https://encyclopedia.ushmm.org/content/ru/film/croatian-fascist-leader-ante-pavelic,119,2999,0.0397,4.43
https://encyclopedia.ushmm.org/content/ru/article/rwanda-the-first-conviction-for-genocide,118,12611,0.0094,9.76
https://encyclopedia.ushmm.org/content/ru/article/final-solution-overview,117,2834,0.0413,6.71
https://encyclopedia.ushmm.org/content/ru/photo/hitler-and-mussolini-meet-in-munich,115,2185,0.0526,9.52
https://encyclopedia.ushmm.org/content/en/timeline-event/holocaust/1939-1941/hitler-speech-to-german-parliament,112,217,0.5161,4.84
https://encyclopedia.ushmm.org/content/ru/gallery/introduction-to-the-holocaust-films,111,1510,0.0735,7.82
https://encyclopedia.ushmm.org/content/ru/article/book-burning,111,695,0.1597,5.73
https://encyclopedia.ushmm.org/content/ru/id-card/eva-braun-levine,108,63234,0.0017,7.83
https://encyclopedia.ushmm.org/content/ru/article/world-war-i-and-the-armenian-genocide,108,16478,0.0066,6.19
https://encyclopedia.ushmm.org/content/ru/article/mass-shootings-of-jews-during-the-holocaust,101,429,0.2354,5.49
https://encyclopedia.ushmm.org/content/en/article/introduction-to-the-holocaust,97,5694,0.017,3.98
https://encyclopedia.ushmm.org/content/ru/article/the-final-solution,97,665,0.1459,3.76
https://encyclopedia.ushmm.org/content/ru/film/remilitarization-of-the-rhineland,96,4716,0.0204,5.76
https://encyclopedia.ushmm.org/content/ru/article/john-demjanjuk-prosecution-of-a-nazi-collaborator,95,312,0.3045,4.7
https://encyclopedia.ushmm.org/content/en/article/ss,93,75613,0.0012,5.76
https://encyclopedia.ushmm.org/content/ru/map/german-annexation-of-the-sudetenland-1938,93,7900,0.0118,6.63
https://encyclopedia.ushmm.org/content/ru/article/book-burning-abridged-article,93,507,0.1834,5.34
https://encyclopedia.ushmm.org/content/en/article/axis-powers-in-world-war-ii,93,456,0.2039,7.51
https://encyclopedia.ushmm.org/content/ru/article/ghettos-in-poland,92,4038,0.0228,6.93
https://encyclopedia.ushmm.org/content/ru/gallery/the-armenian-genocide-1915-16-overview-photographs,92,828,0.1111,2.79
https://encyclopedia.ushmm.org/content/ru/film/war-crimes-trial-of-vidkun-quisling,90,2915,0.0309,6.46
https://encyclopedia.ushmm.org/content/ru/article/holocaust-deniers-and-public-misinformation,86,3585,0.024,10.92
https://encyclopedia.ushmm.org/content/ru/article/the-aftermath-of-the-holocaust,82,41149,0.002,11.11
https://encyclopedia.ushmm.org/content/ru/gallery/children-during-the-holocaust-photographs,82,2057,0.0399,1.65
https://encyclopedia.ushmm.org/index.php/content/ru/article/war-crimes-trials,82,1043,0.0786,4.51
https://encyclopedia.ushmm.org/content/ru/article/war-crimes-trials-abridged-article,82,146,0.5616,3.1
https://encyclopedia.ushmm.org/content/en/article/martin-niemoeller-first-they-came-for-the-socialists,82,103,0.7961,13.68
https://encyclopedia.ushmm.org/content/ru/article/the-nuremberg-race-laws,81,599,0.1352,4.53
https://encyclopedia.ushmm.org/content/ru/gallery/auschwitz-abridged-article-photographs,81,458,0.1769,3.08
https://encyclopedia.ushmm.org/content/ru/gallery/war-crimes-trials-photographs,81,189,0.4286,1.89
https://encyclopedia.ushmm.org/content/ru/article/subsequent-nuremberg-proceedings-abridged-article,81,163,0.4969,2.39
https://encyclopedia.ushmm.org/content/ru/film/berlin-tokyo-rome-axis,80,322,0.2484,3.31
https://encyclopedia.ushmm.org/content/ru/gallery/the-boycott-of-jewish-businesses,76,121885,0.0006,8.82
https://encyclopedia.ushmm.org/content/ru/article/indoctrinating-youth,74,36840,0.002,8.57
https://encyclopedia.ushmm.org/content/en/article/world-war-ii-key-dates,74,7000,0.0106,10.68
https://encyclopedia.ushmm.org/content/ru/article/the-nazi-olympics-berlin-1936-inauguration-of-the-olympic-torch-relay,74,3276,0.0226,5.68
https://encyclopedia.ushmm.org/content/ru/article/children-during-the-holocaust-abridged-article,72,265,0.2717,4.28
https://encyclopedia.ushmm.org/content/ru/article/the-wannsee-conference-and-the-final-solution,71,3255,0.0218,4.67
https://encyclopedia.ushmm.org/content/ru/article/belzec-abridged-article,68,203,0.335,3.61
https://encyclopedia.ushmm.org/content/ru/article/polish-victims,68,141,0.4823,2.91
https://encyclopedia.ushmm.org/content/ru/gallery/death-marches,67,4931,0.0136,4.03
https://encyclopedia.ushmm.org/content/ru/article/killing-center-revolts,67,1099,0.061,5.48
https://encyclopedia.ushmm.org/content/en/article/nazi-camps,67,128,0.5234,3.21
https://encyclopedia.ushmm.org/content/ru/gallery/auschwitz-maps,66,3655,0.0181,7.58
https://encyclopedia.ushmm.org/content/ru/article/warsaw-abridged-article,64,153916,0.0004,12.59
https://encyclopedia.ushmm.org/content/ru/article/the-nazi-terror-begins,64,825,0.0776,5.6
https://encyclopedia.ushmm.org/content/ru/photo/execution-site-at-the-ploetzensee-prison,63,237,0.2658,2.62
https://encyclopedia.ushmm.org/content/ru/film/buchenwald-concentration-camp,62,15365,0.004,11.55
https://encyclopedia.ushmm.org/content/ru/article/chelmno-abridged-article,62,307,0.202,5.1
https://encyclopedia.ushmm.org/content/ru/gallery/hitler-comes-to-power,61,5046,0.0121,9.4
https://encyclopedia.ushmm.org/content/ru/article/elie-wiesel,61,852,0.0716,3.84
https://encyclopedia.ushmm.org/content/ru/map/nazi-concentration-camps-1933-39,61,521,0.1171,6.86
https://encyclopedia.ushmm.org/content/ru/article/janusz-korczak-1,60,8571,0.007,10.09
https://encyclopedia.ushmm.org/content/ru/article/voyage-of-the-st-louis-1,60,6696,0.009,9.64
https://encyclopedia.ushmm.org/content/ru/gallery/combating-holocaust-denial-evidence-of-the-holocaust-presented-at-nuremberg-films,59,94,0.6277,2.94
https://encyclopedia.ushmm.org/content/en/article/the-armenian-genocide-1915-16-overview,58,655,0.0885,5.74
https://encyclopedia.ushmm.org/content/ru/gallery/children-during-the-holocaust-stories,58,128,0.4531,3.91
https://encyclopedia.ushmm.org/content/ru/article/third-reich-abridged-article,57,61749,0.0009,8.79
https://encyclopedia.ushmm.org/content/ru/article/locating-the-victims,57,114,0.5,7.53
https://encyclopedia.ushmm.org/content/en/article/erich-maria-remarque-in-depth,55,1043,0.0527,3.25
https://encyclopedia.ushmm.org/content/ru/photo/nazi-physician-carl-clauberg-left,55,114,0.4825,3.97
https://encyclopedia.ushmm.org/,53,2786,0.019,8.58
https://encyclopedia.ushmm.org/content/ru/article/the-evian-conference,53,94,0.5638,2.34
https://encyclopedia.ushmm.org/content/en/gallery/world-war-ii-maps,53,82,0.6463,1.72
https://encyclopedia.ushmm.org/content/ru/gallery/nazi-camps-stories,53,76,0.6974,2.01
https://encyclopedia.ushmm.org/content/ru/photo/front-page-of-the-most-popular-issue-ever-of-der-stuermer,52,136,0.3824,3.07
https://encyclopedia.ushmm.org/content/en/article/bayer,52,97,0.5361,21.66
https://encyclopedia.ushmm.org/content/ru/photo/nazi-anti-jewish-propaganda,51,290,0.1759,5.71
https://encyclopedia.ushmm.org/content/ru/film/destruction-of-lidice,50,1234,0.0405,7.62
https://encyclopedia.ushmm.org/content/ru/article/collaboration,50,384,0.1302,7.85
https://encyclopedia.ushmm.org/content/ru/article/combating-holocaust-denial-evidence-of-the-holocaust-presented-at-nuremberg,50,239,0.2092,2.51
https://encyclopedia.ushmm.org/content/ru/article/nazi-persecution-of-jehovahs-witnesses,49,7291,0.0067,11.1
https://encyclopedia.ushmm.org/index.php/content/ru/gallery/the-survivors-stories,49,84,0.5833,2.64
https://encyclopedia.ushmm.org/content/ru/article/the-boycott-of-jewish-businesses,48,45842,0.001,3.4
https://encyclopedia.ushmm.org/content/ru/film/victims-of-medical-experiments-testify-during-medical-case,48,133,0.3609,6.48
https://encyclopedia.ushmm.org/content/ru/article/enemies-of-the-state,47,3308,0.0142,6.32
https://encyclopedia.ushmm.org/content/ru/gallery/nazi-camps-maps,46,99,0.4646,4.31
https://encyclopedia.ushmm.org/index.php/content/ru/gallery/collaboration-photographs,46,86,0.5349,3.72
https://encyclopedia.ushmm.org/content/ru/gallery/mosaic-of-victims-an-overview-photographs,45,86,0.5233,5.16
https://encyclopedia.ushmm.org/content/ru/article/pogroms-abridged-article,43,3978,0.0108,6.51
https://encyclopedia.ushmm.org/content/en/article/mein-kampf,43,1137,0.0378,7.1
https://encyclopedia.ushmm.org/content/ru/film/books-burn-as-goebbels-speaks,43,103,0.4175,7.2
https://encyclopedia.ushmm.org/content/ru/artifact/der-stuermer-number-29-july-1934,43,88,0.4886,2.91
https://encyclopedia.ushmm.org/content/ru/film/the-nazi-plan-annihilation-of-jews,43,87,0.4943,5.1
https://encyclopedia.ushmm.org/content/ru/map/camps-in-france-1944,43,66,0.6515,4.0
https://encyclopedia.ushmm.org/content/ru/article/mosaic-of-victims-an-overview,42,232,0.181,6.88
https://encyclopedia.ushmm.org/content/en/article/the-russian-revolution-1917,42,153,0.2745,6.91
https://encyclopedia.ushmm.org/content/ru/article/rescue,42,139,0.3022,4.14
https://encyclopedia.ushmm.org/content/ru/film/the-nazi-plan-hitlers-inner-circle,42,117,0.359,4.94
https://encyclopedia.ushmm.org/content/ru/gallery/jewish-life-in-europe-before-the-holocaust-photographs,41,15082,0.0027,7.67
https://encyclopedia.ushmm.org/content/ru/film/ion-antonescu-meets-with-hitler,41,9278,0.0044,8.27
https://encyclopedia.ushmm.org/content/en/article/josef-mengele,41,297,0.138,4.04
https://encyclopedia.ushmm.org/content/ru/map/partition-of-czechoslovakia-1938-1939,40,5652,0.0071,3.44
https://encyclopedia.ushmm.org/content/ru/article/the-nazi-olympics-berlin-1936-african-american-voices-and-jim-crow-america,40,3533,0.0113,2.54
https://encyclopedia.ushmm.org/content/ru/map/european-jewish-population-distribution-ca-1933,40,541,0.0739,10.49
https://encyclopedia.ushmm.org/content/en/article/nazi-propaganda,40,331,0.1208,9.9
https://encyclopedia.ushmm.org/content/ru/gallery/nazi-propaganda-films,40,286,0.1399,11.15
https://encyclopedia.ushmm.org/content/ru/article/deceiving-the-public,40,162,0.2469,16.62
https://encyclopedia.ushmm.org/content/ru/gallery/international-military-tribunal-at-nuremberg-photographs,40,122,0.3279,4.36
https://encyclopedia.ushmm.org/content/es/article/spanish-civil-war,39,75,0.52,3.28
https://encyclopedia.ushmm.org/content/ru/photo/hitler-rehearsing-his-speech-making,38,8475,0.0045,1.03
https://encyclopedia.ushmm.org/content/ru/film/liberation-of-mauthausen-and-gusen,38,3417,0.0111,10.0
https://encyclopedia.ushmm.org/content/ru/article/the-movement-to-boycott-the-berlin-olympics-of-1936,38,2972,0.0128,10.58
https://encyclopedia.ushmm.org/content/ru/film/reactions-to-film-shown-at-nuremberg,38,58,0.6552,4.72
https://encyclopedia.ushmm.org/content/ru/gallery/children-during-the-holocaust-abridged-article-photographs,37,267,0.1386,1.24
https://encyclopedia.ushmm.org/content/ru/gallery/collaboration-photographs,37,73,0.5068,3.34
https://encyclopedia.ushmm.org/content/ru/map/major-camps-in-austria-gunskirchen-indicated,37,61,0.6066,4.64
https://encyclopedia.ushmm.org/content/en/article/history-of-the-swastika,36,8416,0.0043,7.3
https://encyclopedia.ushmm.org/content/ru/article/refugees,36,1303,0.0276,5.6
https://encyclopedia.ushmm.org/content/ru/gallery/the-murder-of-the-handicapped-photographs,36,81,0.4444,4.4
https://encyclopedia.ushmm.org/content/tr/map/the-dissolution-of-the-ottoman-empire-1807-1924,36,53,0.6792,1.32
https://encyclopedia.ushmm.org/content/ru/article/ghettos-abridged-article,35,51641,0.0007,9.91
https://encyclopedia.ushmm.org/content/ru/article/warsaw-ghetto-uprising,35,13224,0.0026,10.4
https://encyclopedia.ushmm.org/content/ru/gallery/ghettos-photographs,35,2020,0.0173,1.88
https://encyclopedia.ushmm.org/index.php/content/ru/gallery/mosaic-of-victims-an-overview-photographs,35,69,0.5072,5.32
https://encyclopedia.ushmm.org/content/ru/project/the-holocaust-a-learning-site-for-students,34,8676,0.0039,9.73
https://encyclopedia.ushmm.org/content/en/article/roma-gypsies-in-prewar-europe,34,1960,0.0173,7.12
https://encyclopedia.ushmm.org/content/en/article/iran-during-world-war-ii,34,407,0.0835,4.73
https://encyclopedia.ushmm.org/content/ru/film/romani-gypsy-children-used-in-racial-studies,34,306,0.1111,8.82
https://encyclopedia.ushmm.org/content/ru/gallery/world-war-ii-in-europe-films,34,82,0.4146,11.4
https://encyclopedia.ushmm.org/content/ru/map/major-nazi-camps-in-austria,34,73,0.4658,4.68
https://encyclopedia.ushmm.org/content/ru/article/auschwitz-abridged-article,33,7636,0.0043,7.77
https://encyclopedia.ushmm.org/content/ru/gallery/einsatzgruppen-photographs,33,871,0.0379,8.98
https://encyclopedia.ushmm.org/content/ru/id-card/moishe-krol,32,15707,0.002,10.54
https://encyclopedia.ushmm.org/content/en/article/neville-chamberlain,32,122,0.2623,8.05
https://encyclopedia.ushmm.org/content/en/article/auschwitz,31,4750,0.0065,7.93
https://encyclopedia.ushmm.org/content/ru/article/the-bielski-partisans,31,552,0.0562,8.85
https://encyclopedia.ushmm.org/content/en/article/aryan-1,30,492,0.061,4.82
https://encyclopedia.ushmm.org/content/en/timeline-event/holocaust/1933-1938/munich-agreement,30,169,0.1775,5.58
https://encyclopedia.ushmm.org/content/en/article/german-soviet-pact,30,101,0.297,6.65
https://encyclopedia.ushmm.org/content/en/article/kristallnacht,29,95,0.3053,3.23
