Date,Clicks,Impressions,CTR,Position
2024-07-19,763,56008,0.0136,6.26
2024-07-18,783,57474,0.0136,6.31
2024-07-17,834,57331,0.0145,6.38
2024-07-16,839,58649,0.0143,6.18
2024-07-15,903,62871,0.0144,6.43
2024-07-14,1188,98705,0.012,7.21
2024-07-13,1107,79392,0.0139,5.99
2024-07-12,1108,72798,0.0152,6.16
2024-07-11,1080,75412,0.0143,6.23
2024-07-10,1041,73561,0.0142,6.35
2024-07-09,1051,72106,0.0146,6.38
2024-07-08,1214,87455,0.0139,6.1
2024-07-07,1213,75658,0.016,6.5
2024-07-06,1179,99935,0.0118,8.66
2024-07-05,1378,95990,0.0144,7.36
2024-07-04,1285,85709,0.015,6.73
2024-07-03,1247,90791,0.0137,6.8
2024-07-02,1201,110189,0.0109,7.16
2024-07-01,1134,88107,0.0129,6.09
2024-06-30,1024,72171,0.0142,6.3
2024-06-29,1085,75230,0.0144,6.92
2024-06-28,1001,92726,0.0108,6.32
2024-06-27,1160,79935,0.0145,6.19
2024-06-26,1060,81539,0.013,6.52
2024-06-25,1128,77866,0.0145,6.47
2024-06-24,1046,73975,0.0141,6.41
2024-06-23,1007,68030,0.0148,6.63
2024-06-22,908,63862,0.0142,6.67
2024-06-21,928,67637,0.0137,7.01
2024-06-20,985,65231,0.0151,7.04
2024-06-19,943,64676,0.0146,6.76
2024-06-18,895,61360,0.0146,6.78
2024-06-17,950,63541,0.015,6.62
2024-06-16,825,54603,0.0151,6.85
2024-06-15,802,60345,0.0133,6.98
2024-06-14,768,57351,0.0134,6.69
2024-06-13,907,68212,0.0133,6.23
2024-06-12,961,64932,0.0148,6.57
2024-06-11,1088,69554,0.0156,6.41
2024-06-10,1160,71323,0.0163,6.48
2024-06-09,1404,83619,0.0168,6.0
2024-06-08,1285,107449,0.012,6.56
2024-06-07,1052,76221,0.0138,6.42
2024-06-06,1289,79287,0.0163,5.87
2024-06-05,1214,83096,0.0146,5.74
2024-06-04,1244,79449,0.0157,5.89
2024-06-03,1211,77288,0.0157,5.75
2024-06-02,1344,80618,0.0167,5.47
2024-06-01,1194,72325,0.0165,5.64
2024-05-31,1277,78449,0.0163,5.73
2024-05-30,1660,102630,0.0162,5.89
2024-05-29,1739,113548,0.0153,5.93
2024-05-28,2110,123332,0.0171,5.81
2024-05-27,2247,135791,0.0165,5.67
2024-05-26,1514,97188,0.0156,6.07
2024-05-25,1249,87568,0.0143,6.25
2024-05-24,1211,78281,0.0155,6.12
2024-05-23,1721,104449,0.0165,5.88
2024-05-22,1828,108264,0.0169,5.92
2024-05-21,1850,108801,0.017,5.78
2024-05-20,1860,102872,0.0181,5.81
2024-05-19,1853,103259,0.0179,5.83
2024-05-18,1507,86280,0.0175,6.01
2024-05-17,1292,79733,0.0162,6.15
2024-05-16,1591,97686,0.0163,6.01
2024-05-15,1603,84351,0.019,6.07
2024-05-14,1461,82197,0.0178,6.38
2024-05-13,1624,86822,0.0187,6.26
2024-05-12,1686,88441,0.0191,6.06
2024-05-11,1449,80953,0.0179,6.32
2024-05-10,1282,73746,0.0174,6.43
2024-05-09,1563,85659,0.0182,6.29
2024-05-08,1505,83839,0.018,6.33
2024-05-07,1436,79078,0.0182,6.61
2024-05-06,1534,75862,0.0202,6.48
2024-05-05,1723,83739,0.0206,6.14
2024-05-04,1407,74396,0.0189,6.23
2024-05-03,1214,67817,0.0179,6.33
2024-05-02,1676,87518,0.0192,5.91
2024-05-01,1732,83835,0.0207,6.48
2024-04-30,1231,73809,0.0167,6.84
2024-04-29,1633,76155,0.0214,6.44
2024-04-28,1904,83641,0.0228,6.26
2024-04-27,1411,74076,0.019,6.3
2024-04-26,1348,75683,0.0178,6.45
2024-04-25,1873,81665,0.0229,6.22
2024-04-24,2657,101553,0.0262,6.24
2024-04-23,1771,85057,0.0208,6.56
2024-04-22,1196,61327,0.0195,6.72
2024-04-21,1834,125307,0.0146,6.94
2024-04-20,1559,79412,0.0196,6.15
2024-04-19,1213,65932,0.0184,6.41
2024-04-18,1737,77700,0.0224,6.3
2024-04-17,1651,69464,0.0238,6.37
2024-04-16,1589,69337,0.0229,6.45
2024-04-15,1501,68563,0.0219,6.59
2024-04-14,1989,85919,0.0231,6.15
2024-04-13,1658,87515,0.0189,5.85
2024-04-12,1209,65721,0.0184,6.35
2024-04-11,922,56179,0.0164,6.6
2024-04-10,877,52241,0.0168,6.79
2024-04-09,1074,55353,0.0194,6.68
2024-04-08,1177,61415,0.0192,7.02
2024-04-07,2361,103671,0.0228,5.48
2024-04-06,1314,72066,0.0182,6.39
2024-04-05,1737,72708,0.0239,5.98
2024-04-04,1100,61010,0.018,6.93
2024-04-03,1131,63703,0.0178,6.65
2024-04-02,1177,68624,0.0172,6.49
2024-04-01,1152,69915,0.0165,6.48
2024-03-31,908,57107,0.0159,6.84
2024-03-30,1071,68212,0.0157,6.62
2024-03-29,949,59397,0.016,6.74
2024-03-28,1238,71906,0.0172,6.56
2024-03-27,1249,80101,0.0156,6.58
2024-03-26,1197,70773,0.0169,6.75
2024-03-25,1264,82823,0.0153,6.91
2024-03-24,2784,135830,0.0205,6.23
2024-03-23,1783,161836,0.011,8.35
2024-03-22,1277,74540,0.0171,6.5
2024-03-21,1318,69906,0.0189,6.87
2024-03-20,1268,68068,0.0186,6.54
2024-03-19,1341,70162,0.0191,6.46
2024-03-18,1357,76308,0.0178,6.29
2024-03-17,2339,110801,0.0211,5.49
2024-03-16,1252,74483,0.0168,6.35
2024-03-15,968,65364,0.0148,6.73
2024-03-14,1120,64689,0.0173,6.75
2024-03-13,1264,66027,0.0191,6.7
2024-03-12,1202,66023,0.0182,6.62
2024-03-11,1101,60281,0.0183,6.21
2024-03-10,1863,134474,0.0139,5.86
2024-03-09,1121,65030,0.0172,6.21
2024-03-08,905,54193,0.0167,6.54
2024-03-07,1007,58902,0.0171,7.04
2024-03-06,1154,68350,0.0169,6.73
2024-03-05,1141,64281,0.0178,6.83
2024-03-04,1113,60102,0.0185,7.06
2024-03-03,1093,63838,0.0171,6.74
2024-03-02,1044,60048,0.0174,6.57
2024-03-01,946,54956,0.0172,6.72
2024-02-29,1070,58469,0.0183,6.65
2024-02-28,1126,58006,0.0194,6.97
2024-02-27,988,57309,0.0172,7.01
2024-02-26,1128,64543,0.0175,7.48
2024-02-25,1192,61194,0.0195,6.73
2024-02-24,975,57314,0.017,6.71
2024-02-23,871,53919,0.0162,6.95
2024-02-22,931,54224,0.0172,7.03
2024-02-21,1012,55676,0.0182,7.03
2024-02-20,983,55873,0.0176,7.05
2024-02-19,977,56265,0.0174,7.26
2024-02-18,1164,64460,0.0181,6.82
2024-02-17,1058,61523,0.0172,6.82
2024-02-16,915,56051,0.0163,6.84
2024-02-15,986,54212,0.0182,6.91
2024-02-14,880,53369,0.0165,6.3
2024-02-13,918,56756,0.0162,6.49
2024-02-12,939,57079,0.0165,6.71
2024-02-11,1001,69426,0.0144,7.17
2024-02-10,932,59992,0.0155,6.95
2024-02-09,854,54192,0.0158,7.3
2024-02-08,831,53965,0.0154,7.32
2024-02-07,880,54437,0.0162,7.13
2024-02-06,865,53674,0.0161,7.4
2024-02-05,978,60657,0.0161,7.11
2024-02-04,1276,83825,0.0152,6.26
2024-02-03,1089,68771,0.0158,6.51
2024-02-02,1001,67521,0.0148,6.71
2024-02-01,1053,71709,0.0147,6.62
2024-01-31,1108,71415,0.0155,6.55
2024-01-30,1159,73561,0.0158,6.47
2024-01-29,1193,75273,0.0158,6.46
2024-01-28,1454,112724,0.0129,6.1
2024-01-27,1231,77858,0.0158,6.13
2024-01-26,1144,82101,0.0139,6.24
2024-01-25,1081,80987,0.0133,6.64
2024-01-24,1163,74498,0.0156,6.6
2024-01-23,1137,75152,0.0151,6.7
2024-01-22,1173,73980,0.0159,6.68
2024-01-21,1220,78654,0.0155,6.41
2024-01-20,1193,72987,0.0163,6.54
2024-01-19,1013,61543,0.0165,6.8
2024-01-18,1051,70840,0.0148,6.58
2024-01-17,1298,72627,0.0179,6.71
2024-01-16,1425,80831,0.0176,6.73
2024-01-15,1366,82227,0.0166,6.82
2024-01-14,1583,92191,0.0172,6.63
2024-01-13,1413,82673,0.0171,6.83
2024-01-12,1271,74099,0.0172,6.99
2024-01-11,1732,87911,0.0197,6.71
2024-01-10,1732,91479,0.0189,6.87
2024-01-09,1594,84611,0.0188,7.04
2024-01-08,1509,81553,0.0185,6.94
2024-01-07,1601,90270,0.0177,6.84
2024-01-06,1387,78733,0.0176,6.86
2024-01-05,1191,65751,0.0181,6.92
2024-01-04,1741,94976,0.0183,6.61
2024-01-03,1725,102016,0.0169,6.52
2024-01-02,1790,104517,0.0171,6.48
2024-01-01,2069,111583,0.0185,6.37
