Top pages,Clicks,Impressions,CTR,Position
https://encyclopedia.ushmm.org/content/en/article/concentration-camps-1933-39,10709,941813,0.0114,3.68
https://encyclopedia.ushmm.org/content/en/article/world-war-ii-in-the-pacific,10483,333227,0.0315,5.64
https://encyclopedia.ushmm.org/content/en/article/nuremberg-laws,10027,473226,0.0212,4.13
https://encyclopedia.ushmm.org/content/en/gallery/auschwitz-camp-complex-maps,9984,130681,0.0764,7.03
https://encyclopedia.ushmm.org/content/en/article/lebensborn-program,9880,70782,0.1396,3.41
https://encyclopedia.ushmm.org/content/en/article/the-weimar-republic,9613,631530,0.0152,4.43
https://encyclopedia.ushmm.org/content/en/article/the-russian-revolution-1917,9450,1296843,0.0073,6.59
https://encyclopedia.ushmm.org/content/en/article/einsatzgruppen,9183,133216,0.0689,1.86
https://encyclopedia.ushmm.org/content/en/article/buchenwald,9112,124810,0.073,3.96
https://encyclopedia.ushmm.org/content/en/article/benito-mussolini-1,9086,1352441,0.0067,7.77
https://encyclopedia.ushmm.org/content/en/article/blitzkrieg-lightning-war,8970,1161037,0.0077,4.38
https://encyclopedia.ushmm.org/content/en/article/the-enabling-act,8580,194030,0.0442,3.22
https://encyclopedia.ushmm.org/content/en/article/german-soviet-pact,8372,604021,0.0139,4.16
https://encyclopedia.ushmm.org/content/en/article/adolf-hitler,8361,4089963,0.002,10.74
https://encyclopedia.ushmm.org/content/en/article/kiev-and-babi-yar,8316,60760,0.1369,2.47
https://encyclopedia.ushmm.org/content/en/article/german-jews-during-the-holocaust,8288,91369,0.0907,6.43
https://encyclopedia.ushmm.org/content/en/gallery/auschwitz-photographs,8286,49132,0.1686,2.93
https://encyclopedia.ushmm.org/content/en/gallery/concentration-camps-1942-45-photographs,8192,84037,0.0975,4.31
https://encyclopedia.ushmm.org/content/en/article/kindertransport-1938-40,8075,46286,0.1745,2.18
https://encyclopedia.ushmm.org/content/en/article/jewish-badge-during-the-nazi-era,7853,214843,0.0366,4.04
https://encyclopedia.ushmm.org/content/en/article/classification-system-in-nazi-concentration-camps,7714,76172,0.1013,4.5
https://encyclopedia.ushmm.org/content/en/article/neville-chamberlain,7604,1605593,0.0047,6.96
https://encyclopedia.ushmm.org/content/en/article/beer-hall-putsch-munich-putsch,7443,222853,0.0334,5.29
https://encyclopedia.ushmm.org/content/en/article/fascism-1,7389,263993,0.028,11.3
https://encyclopedia.ushmm.org/content/en/article/what-is-genocide,7315,2336247,0.0031,6.12
https://encyclopedia.ushmm.org/content/en/article/killing-centers-an-overview,7041,76431,0.0921,5.4
https://encyclopedia.ushmm.org/content/en/gallery/jewish-population-of-europe,6909,71774,0.0963,5.2
https://encyclopedia.ushmm.org/content/en/timeline-event/holocaust/before-1933/adolf-hitler-issues-comment-on-the-jewish-question,6783,74597,0.0909,7.77
https://encyclopedia.ushmm.org/content/en/article/theresienstadt,6721,66855,0.1005,4.23
https://encyclopedia.ushmm.org/content/en/article/spanish-civil-war,6600,476539,0.0138,5.54
https://encyclopedia.ushmm.org/content/en/gallery/german-occupation-maps,6471,71558,0.0904,5.63
https://encyclopedia.ushmm.org/content/en/article/genocide-of-european-roma-gypsies-1939-1945,6417,1213532,0.0053,6.48
https://encyclopedia.ushmm.org/content/es/article/adolf-hitler,6416,38789,0.1654,4.99
https://encyclopedia.ushmm.org/content/en/article/pearl-harbor,6343,475627,0.0133,5.54
https://encyclopedia.ushmm.org/content/en/article/sobibor,6299,51542,0.1222,2.66
https://encyclopedia.ushmm.org/content/en/article/dietrich-bonhoeffer,6194,373557,0.0166,6.53
https://encyclopedia.ushmm.org/content/en/article/charles-e-coughlin,6098,109255,0.0558,3.02
https://encyclopedia.ushmm.org/content/en/article/the-survivors,6073,111468,0.0545,5.83
https://encyclopedia.ushmm.org/content/en/article/death-marches-1,6046,119171,0.0507,3.16
https://encyclopedia.ushmm.org/content/en/article/third-reich,5998,1043059,0.0058,6.33
https://encyclopedia.ushmm.org/content/en/article/jewish-resistance,5932,56038,0.1059,3.72
https://encyclopedia.ushmm.org/content/en/article/killing-centers-in-depth,5870,27527,0.2132,5.15
https://encyclopedia.ushmm.org/content/en/article/white-rose,5857,237564,0.0247,7.96
https://encyclopedia.ushmm.org/content/en/article/the-german-churches-and-the-nazi-state,5831,41342,0.141,3.65
https://encyclopedia.ushmm.org/content/en/article/anti-jewish-legislation-in-prewar-germany,5827,136185,0.0428,3.47
https://encyclopedia.ushmm.org/content/en/article/euthanasia-program,5714,44941,0.1271,6.54
https://encyclopedia.ushmm.org/content/en/artifact/hitler-youth-knife-and-case,5651,51005,0.1108,2.2
https://encyclopedia.ushmm.org/content/en/article/volkswagen-1,5620,54702,0.1027,10.55
https://encyclopedia.ushmm.org/content/en/timeline-group/holocaust/1933-1938,5606,873324,0.0064,3.43
https://encyclopedia.ushmm.org/index.php/content/en/article/ghettos,5548,204540,0.0271,3.83
https://encyclopedia.ushmm.org/content/en/article/nazi-territorial-aggression-the-anschluss,5516,442556,0.0125,4.55
https://encyclopedia.ushmm.org/content/en/article/corrie-ten-boom,5488,269061,0.0204,8.0
https://encyclopedia.ushmm.org/content/en/article/erwin-rommel,5433,444229,0.0122,6.35
https://encyclopedia.ushmm.org/content/en/article/adolf-hitler-early-years-1889-1913,5370,530870,0.0101,6.78
https://encyclopedia.ushmm.org/content/en/article/chelmno,5134,28864,0.1779,2.23
https://encyclopedia.ushmm.org/content/en/gallery/poland-maps,5029,83802,0.06,2.97
https://encyclopedia.ushmm.org/content/en/article/treaty-of-versailles,4979,1533287,0.0032,8.07
https://encyclopedia.ushmm.org/content/en/article/salonika,4964,42305,0.1173,5.52
https://encyclopedia.ushmm.org/content/en/timeline-event/holocaust/1933-1938/munich-agreement,4882,619694,0.0079,4.94
https://encyclopedia.ushmm.org/content/en/article/the-united-states-and-the-holocaust,4796,41481,0.1156,6.69
https://encyclopedia.ushmm.org/content/en/article/tattoos-and-numbers-the-system-of-identifying-prisoners-at-auschwitz,4698,686042,0.0068,5.92
https://encyclopedia.ushmm.org/content/en/article/belzec,4633,24042,0.1927,1.75
https://encyclopedia.ushmm.org/content/en/map/killing-centers-in-occupied-poland-1942,4481,23648,0.1895,4.2
https://encyclopedia.ushmm.org/content/en/article/sonderkommandos,4474,60768,0.0736,2.29
https://encyclopedia.ushmm.org/content/en/article/adolf-eichmann,4472,402550,0.0111,5.92
https://encyclopedia.ushmm.org/content/en/article/victims-of-the-nazi-era-nazi-racial-ideology,4455,106778,0.0417,5.1
https://encyclopedia.ushmm.org/content/en/article/the-nuremberg-trials,4448,653497,0.0068,8.41
https://encyclopedia.ushmm.org/content/en/article/the-velodrome-dhiver-vel-dhiv-roundup,4420,13303,0.3323,2.46
https://encyclopedia.ushmm.org/content/es/article/world-war-i,4408,113904,0.0387,3.45
https://encyclopedia.ushmm.org/content/en/article/adolf-hitler-and-world-war-i-1913-1919,4395,109237,0.0402,3.79
https://encyclopedia.ushmm.org/content/en/article/the-armenian-genocide-1915-16-in-depth,4354,489002,0.0089,9.0
https://encyclopedia.ushmm.org/content/en/article/the-evian-conference,4267,24956,0.171,3.35
https://encyclopedia.ushmm.org/content/en/article/german-invasion-of-western-europe-may-1940,4249,240538,0.0177,6.89
https://encyclopedia.ushmm.org/content/en/article/jewish-life-in-europe-before-the-holocaust,4225,18305,0.2308,3.77
https://encyclopedia.ushmm.org/content/en/article/nazi-party-platform,4220,21778,0.1938,7.28
https://encyclopedia.ushmm.org/content/en/article/sobibor-uprising,4216,44757,0.0942,7.3
https://encyclopedia.ushmm.org/content/en/timeline-event/holocaust/1942-1945/hitler-commits-suicide,4190,302401,0.0139,8.28
https://encyclopedia.ushmm.org/content/en/article/final-solution-in-depth,4176,314057,0.0133,6.04
https://encyclopedia.ushmm.org/content/en/article/lebensraum,4163,311433,0.0134,3.97
https://encyclopedia.ushmm.org/content/en/article/mobile-killing-squads,4122,102899,0.0401,4.75
https://encyclopedia.ushmm.org/content/en/article/invasion-of-the-soviet-union-june-1941,3942,339432,0.0116,8.55
https://encyclopedia.ushmm.org/content/en/article/adolf-hitler-key-dates,3924,44522,0.0881,6.27
https://encyclopedia.ushmm.org/content/en/article/the-great-depression,3857,138412,0.0279,7.9
https://encyclopedia.ushmm.org/content/en/article/battle-of-the-bulge,3727,839188,0.0044,7.08
https://encyclopedia.ushmm.org/content/en/article/raoul-wallenberg-and-the-rescue-of-jews-in-budapest,3695,66485,0.0556,4.62
https://encyclopedia.ushmm.org/content/en/film/hajj-amin-al-husayni-meets-hitler,3690,8715,0.4234,2.63
https://encyclopedia.ushmm.org/content/en/article/nazi-propaganda-and-censorship,3645,48436,0.0753,5.21
https://encyclopedia.ushmm.org/content/en/article/nazi-rule,3638,126585,0.0287,7.71
https://encyclopedia.ushmm.org/content/en/article/the-jewish-question,3602,32113,0.1122,3.46
https://encyclopedia.ushmm.org/content/en/map/german-annexation-of-the-sudetenland-1938,3579,180724,0.0198,7.48
https://encyclopedia.ushmm.org/content/en/article/german-american-bund,3569,104707,0.0341,7.45
https://encyclopedia.ushmm.org/content/en/article/life-in-the-ghettos,3500,56745,0.0617,6.78
https://encyclopedia.ushmm.org/content/en/timeline-event/holocaust/1942-1945/soviet-forces-liberate-auschwitz,3460,75711,0.0457,3.72
https://encyclopedia.ushmm.org/content/en/article/lodz,3456,70076,0.0493,8.06
https://encyclopedia.ushmm.org/content/en/article/glossary,3402,41849,0.0813,5.3
https://encyclopedia.ushmm.org/content/en/article/german-armed-forces-high-command,3399,43798,0.0776,6.25
https://encyclopedia.ushmm.org/content/en/article/antisemitic-legislation-1933-1939,3368,126418,0.0266,3.86
https://encyclopedia.ushmm.org/content/en/article/the-united-states-and-the-holocaust-1942-45,3313,36982,0.0896,6.48
https://encyclopedia.ushmm.org/content/en/gallery/the-holocaust-maps,3303,33912,0.0974,4.04
https://encyclopedia.ushmm.org/content/en/article/indoctrinating-youth,3293,130009,0.0253,6.89
https://encyclopedia.ushmm.org/content/en/timeline-event/holocaust/1933-1938/hitler-appointed-chancellor,3271,314168,0.0104,6.2
https://encyclopedia.ushmm.org/content/en/article/germany-jewish-population-in-1933,3254,14938,0.2178,5.5
https://encyclopedia.ushmm.org/content/en/project/the-holocaust-a-learning-site-for-students,3250,733352,0.0044,3.95
https://encyclopedia.ushmm.org/content/en/article/women-in-the-third-reich,3246,95894,0.0338,6.43
https://encyclopedia.ushmm.org/content/en/article/nicholas-winton-and-the-rescue-of-children-from-czechoslovakia-1938-1939,3241,358517,0.009,11.07
https://encyclopedia.ushmm.org/content/en/article/refugees,3236,26136,0.1238,7.49
https://encyclopedia.ushmm.org/content/en/article/antisemitism-in-history-nazi-antisemitism,3216,128005,0.0251,6.67
https://encyclopedia.ushmm.org/content/en/article/sighet,3198,52483,0.0609,2.84
https://encyclopedia.ushmm.org/content/en/article/at-the-killing-centers,3169,105355,0.0301,8.09
https://encyclopedia.ushmm.org/content/en/article/gay-men-under-the-nazi-regime,3168,58483,0.0542,5.21
https://encyclopedia.ushmm.org/content/en/article/the-bielski-partisans,3157,20581,0.1534,3.52
https://encyclopedia.ushmm.org/content/en/question/how-did-the-nazis-and-their-collaborators-implement-the-holocaust,3118,63336,0.0492,5.0
https://encyclopedia.ushmm.org/content/en/article/varian-fry,3091,26608,0.1162,3.37
https://encyclopedia.ushmm.org/content/en/article/eichmann-trial,3049,41067,0.0742,8.68
https://encyclopedia.ushmm.org/content/en/article/paul-von-hindenburg,3031,415318,0.0073,9.43
https://encyclopedia.ushmm.org/content/en/article/ritchie-boys,3031,28644,0.1058,2.64
https://encyclopedia.ushmm.org/content/en/article/ss-police-state,3003,637368,0.0047,9.18
https://encyclopedia.ushmm.org/content/es/article/world-war-ii-key-dates,2995,77350,0.0387,2.63
https://encyclopedia.ushmm.org/content/en/article/reinhard-heydrich-in-depth,2993,226799,0.0132,5.22
https://encyclopedia.ushmm.org/en/a-z/photo,2940,64076,0.0459,5.31
https://encyclopedia.ushmm.org/content/en/timeline-event/holocaust/1942-1945/liberation-of-dachau,2938,15716,0.1869,4.52
https://encyclopedia.ushmm.org/content/en/article/leni-riefenstahl,2920,146465,0.0199,5.36
https://encyclopedia.ushmm.org/content/es/article/documenting-numbers-of-victims-of-the-holocaust-and-nazi-persecution,2915,5303,0.5497,2.34
https://encyclopedia.ushmm.org/content/en/article/postwar-refugee-crisis-and-the-establishment-of-the-state-of-israel,2914,60182,0.0484,5.0
https://encyclopedia.ushmm.org/content/en/article/antisemitism-1,2906,19477,0.1492,2.84
https://encyclopedia.ushmm.org/content/en/article/the-holocaust-and-world-war-ii-key-dates,2889,231225,0.0125,7.69
https://encyclopedia.ushmm.org/content/es/article/world-war-ii-in-europe-abridged-article,2887,127982,0.0226,4.21
https://encyclopedia.ushmm.org/content/en/article/nikolaus-klaus-barbie-the-butcher-of-lyon,2884,88761,0.0325,5.74
https://encyclopedia.ushmm.org/content/en/id-card/lilly-appelbaum-malnik,2865,10622,0.2697,2.95
https://encyclopedia.ushmm.org/content/en/timeline-event/holocaust/1942-1945/german-forces-surrender-to-the-allies,2853,280386,0.0102,5.89
https://encyclopedia.ushmm.org/content/en/article/plaszow,2853,19548,0.1459,2.3
https://encyclopedia.ushmm.org/content/en/map/defeat-of-nazi-germany-1942-1945,2852,642632,0.0044,2.31
https://encyclopedia.ushmm.org/content/en/article/women-during-the-holocaust,2798,22804,0.1227,6.51
https://encyclopedia.ushmm.org/landing/en/id-cards,2797,129736,0.0216,6.42
https://encyclopedia.ushmm.org/content/en/gallery/auschwitz-maps,2755,19991,0.1378,3.15
https://encyclopedia.ushmm.org/content/en/article/krakow-cracow,2737,15523,0.1763,6.63
https://encyclopedia.ushmm.org/content/en/article/eugenics,2723,669588,0.0041,6.72
https://encyclopedia.ushmm.org/content/en/article/operation-reinhard-einsatz-reinhard,2723,22782,0.1195,4.57
https://encyclopedia.ushmm.org/content/en/article/holocaust-deniers-and-public-misinformation,2632,13665,0.1926,6.25
https://encyclopedia.ushmm.org/content/en/article/the-sa,2587,191325,0.0135,7.31
https://encyclopedia.ushmm.org/content/en/article/auschwitz-through-the-lens-of-the-ss-the-album,2586,7097,0.3644,3.69
https://encyclopedia.ushmm.org/content/en/article/elie-wiesel-timeline-and-world-events-1928-1951,2583,27116,0.0953,4.57
https://encyclopedia.ushmm.org/content/en/article/janusz-korczak-1,2582,20856,0.1238,3.87
https://encyclopedia.ushmm.org/content/es/article/world-war-ii-in-depth,2538,144491,0.0176,5.11
https://encyclopedia.ushmm.org/content/en/article/concentration-camps-1939-42,2538,82064,0.0309,8.13
https://encyclopedia.ushmm.org/content/en/gallery/concentration-camps-1942-45-films,2522,5519,0.457,3.11
https://encyclopedia.ushmm.org/content/en/article/the-farhud,2510,16801,0.1494,5.31
https://encyclopedia.ushmm.org/content/en/article/prisoners-of-the-camps,2501,13292,0.1882,4.25
https://encyclopedia.ushmm.org/content/en/article/stutthof,2486,13329,0.1865,2.78
https://encyclopedia.ushmm.org/content/en/article/german-jewish-refugees-1933-1939,2440,35581,0.0686,4.15
https://encyclopedia.ushmm.org/content/en/article/liberation,2429,46320,0.0524,8.67
https://encyclopedia.ushmm.org/content/en/article/magnus-hirschfeld-2,2408,70922,0.034,4.44
https://encyclopedia.ushmm.org/content/en/map/german-territorial-losses-treaty-of-versailles-1919,2404,87295,0.0275,6.07
https://encyclopedia.ushmm.org/content/en/article/life-in-shadows-hidden-children-and-the-holocaust,2390,23047,0.1037,4.57
https://encyclopedia.ushmm.org/content/en/gallery/buchenwald-photographs,2378,8333,0.2854,1.78
https://encyclopedia.ushmm.org/content/en/question/what-conditions-and-ideas-made-the-holocaust-possible,2376,2225840,0.0011,6.49
https://encyclopedia.ushmm.org/content/en/article/the-july-20-1944-plot-to-assassinate-adolf-hitler,2368,51904,0.0456,7.79
https://encyclopedia.ushmm.org/content/en/article/westerbork,2366,9490,0.2493,1.91
https://encyclopedia.ushmm.org/content/en/article/ghettos-in-poland,2364,88473,0.0267,7.24
https://encyclopedia.ushmm.org/content/en/article/john-demjanjuk-prosecution-of-a-nazi-collaborator,2354,107604,0.0219,8.27
https://encyclopedia.ushmm.org/content/en/article/displaced-persons,2349,29996,0.0783,4.29
https://encyclopedia.ushmm.org/content/en/article/czechoslovakia,2333,859638,0.0027,7.83
https://encyclopedia.ushmm.org/content/en/timeline-group/holocaust/after-1945,2330,538646,0.0043,2.77
https://encyclopedia.ushmm.org/content/es/article/spanish-civil-war,2301,60999,0.0377,5.03
https://encyclopedia.ushmm.org/content/en/article/concentration-camp-system-in-depth,2295,115858,0.0198,7.2
https://encyclopedia.ushmm.org/content/en/article/hermann-goering,2283,502600,0.0045,7.91
https://encyclopedia.ushmm.org/content/en/article/jewish-losses-during-the-holocaust-by-country,2270,950905,0.0024,1.94
https://encyclopedia.ushmm.org/content/en/article/the-warsaw-polish-uprising,2270,103028,0.022,3.6
https://encyclopedia.ushmm.org/content/en/article/joseph-goebbels-1,2257,758917,0.003,7.97
https://encyclopedia.ushmm.org/content/en/article/auschwitz-1,2254,75925,0.0297,10.81
https://encyclopedia.ushmm.org/content/en/article/karl-marx,2253,219362,0.0103,12.25
https://encyclopedia.ushmm.org/content/en/article/jewish-councils-judenraete,2248,35765,0.0629,3.15
https://encyclopedia.ushmm.org/content/en/article/polish-victims,2242,50236,0.0446,5.26
https://encyclopedia.ushmm.org/content/en/article/forced-labor-an-overview,2236,31975,0.0699,6.59
https://encyclopedia.ushmm.org/content/en/gallery/history-of-the-swastika-photographs,2208,75934,0.0291,9.34
https://encyclopedia.ushmm.org/content/en/article/ministry-of-propaganda-and-public-enlightenment,2187,211170,0.0104,6.17
https://encyclopedia.ushmm.org/content/es/article/history-of-the-swastika,2182,18584,0.1174,3.67
https://encyclopedia.ushmm.org/content/en/article/hajj-amin-al-husayni-the-mufti-of-jerusalem,2176,49646,0.0438,5.48
https://encyclopedia.ushmm.org/content/en/article/iran-during-world-war-ii,2173,45167,0.0481,5.12
https://encyclopedia.ushmm.org/content/en/id-card/cecilie-klein-pollack,2168,8047,0.2694,4.64
https://encyclopedia.ushmm.org/content/en/question/how-did-the-united-states-government-and-american-people-respond-to-nazism,2153,34471,0.0625,6.21
https://encyclopedia.ushmm.org/content/en/article/rudolf-hess,2138,298468,0.0072,8.1
https://encyclopedia.ushmm.org/content/en/article/lublin-majdanek-concentration-camp-conditions,2107,25274,0.0834,3.9
https://encyclopedia.ushmm.org/content/en/article/nazi-racism-an-overview,2064,60630,0.034,4.83
https://encyclopedia.ushmm.org/content/en/article/der-ewige-jude,2061,23691,0.087,5.44
https://encyclopedia.ushmm.org/content/en/article/world-war-i-aftermath,2049,118822,0.0172,5.26
https://encyclopedia.ushmm.org/content/en/timeline-event/holocaust/1942-1945/german-defeat-at-stalingrad,2038,76252,0.0267,7.79
https://encyclopedia.ushmm.org/content/en/article/chiune-sempo-sugihara,2012,28512,0.0706,4.72
https://encyclopedia.ushmm.org/content/en/article/drancy,2005,7230,0.2773,2.81
https://encyclopedia.ushmm.org/content/en/article/franklin-delano-roosevelt,2003,458377,0.0044,2.89
https://encyclopedia.ushmm.org/content/en/article/the-nazi-camp-system-terminology,1981,10085,0.1964,4.94
https://encyclopedia.ushmm.org/content/en/article/italy,1975,38553,0.0512,16.45
https://encyclopedia.ushmm.org/content/es/article/introduction-to-the-holocaust,1952,26648,0.0733,4.99
https://encyclopedia.ushmm.org/content/en/article/genocide-timeline,1925,927382,0.0021,3.25
https://encyclopedia.ushmm.org/content/en/article/danzig,1921,82900,0.0232,7.23
https://encyclopedia.ushmm.org/content/en/article/perpetrators,1914,108147,0.0177,5.2
https://encyclopedia.ushmm.org/content/en/article/mauthausen,1904,48611,0.0392,10.16
https://encyclopedia.ushmm.org/content/en/article/flossenbuerg,1904,10279,0.1852,2.32
https://encyclopedia.ushmm.org/content/en/article/an-overview-of-the-holocaust-topics-to-teach,1869,137613,0.0136,6.51
https://encyclopedia.ushmm.org/content/en/article/vilna,1859,14793,0.1257,4.67
https://encyclopedia.ushmm.org/content/en/map/europe-1940,1849,17050,0.1084,8.11
https://encyclopedia.ushmm.org/content/en/article/coining-a-word-and-championing-a-cause-the-story-of-raphael-lemkin,1825,29147,0.0626,4.55
https://encyclopedia.ushmm.org/content/es/article/axis-powers-in-world-war-ii,1825,4510,0.4047,2.67
https://encyclopedia.ushmm.org/content/en/article/world-war-ii-in-europe-1,1813,61804,0.0293,8.06
https://encyclopedia.ushmm.org/content/en/article/nazi-hunting-simon-wiesenthal,1811,58212,0.0311,5.45
https://encyclopedia.ushmm.org/content/en/timeline-event/holocaust/1942-1945/death-march-from-auschwitz,1805,5866,0.3077,4.18
https://encyclopedia.ushmm.org/content/en/article/the-murder-of-people-with-disabilities,1803,10254,0.1758,4.01
https://encyclopedia.ushmm.org/content/en/article/the-42nd-infantry-division,1793,12555,0.1428,4.38
https://encyclopedia.ushmm.org/content/en/article/lithuania,1773,15680,0.1131,25.96
https://encyclopedia.ushmm.org/content/en/article/the-rwanda-genocide,1759,22720,0.0774,6.87
https://encyclopedia.ushmm.org/tags/en/tag/shoes,1746,10717,0.1629,1.9
https://encyclopedia.ushmm.org/content/en/article/ss-and-the-camp-system,1733,1004683,0.0017,5.67
