Date,Clicks,Impressions,CTR,Position
2024-11-09,2472,84453,0.0293,8.61
2024-11-08,2313,79895,0.029,7.48
2024-11-07,1985,68740,0.0289,7.92
2024-11-06,2041,68062,0.03,7.76
2024-11-05,1851,61308,0.0302,7.79
2024-11-04,1854,58912,0.0315,7.74
2024-11-03,1791,58417,0.0307,8.02
2024-11-02,1532,50197,0.0305,8.29
2024-11-01,1476,51903,0.0284,8.04
2024-10-31,1509,53760,0.0281,7.57
2024-10-30,1616,54811,0.0295,7.56
2024-10-29,1682,56787,0.0296,7.58
2024-10-28,1814,57982,0.0313,7.87
2024-10-27,1937,62081,0.0312,7.67
2024-10-26,1375,47011,0.0292,8.04
2024-10-25,1393,49221,0.0283,8.17
2024-10-24,1562,52516,0.0297,7.99
2024-10-23,1585,54456,0.0291,8.16
2024-10-22,1493,52202,0.0286,7.85
2024-10-21,1541,54155,0.0285,8.62
2024-10-20,1666,59259,0.0281,8.18
2024-10-19,1449,51819,0.028,9.19
2024-10-18,1365,51322,0.0266,8.49
2024-10-17,1368,56977,0.024,7.96
2024-10-16,1340,51922,0.0258,7.83
2024-10-15,1404,53570,0.0262,7.84
2024-10-14,1367,54451,0.0251,7.94
2024-10-13,1605,59632,0.0269,7.72
2024-10-12,1266,50388,0.0251,8.0
2024-10-11,1311,52886,0.0248,7.83
2024-10-10,1542,63114,0.0244,7.72
2024-10-09,1465,69950,0.0209,7.33
2024-10-08,1517,62662,0.0242,7.62
2024-10-07,1642,64551,0.0254,7.39
2024-10-06,1504,59745,0.0252,7.76
2024-10-05,1251,51968,0.0241,7.77
2024-10-04,1209,54040,0.0224,7.99
2024-10-03,1504,64191,0.0234,8.63
2024-10-02,1430,60009,0.0238,7.78
2024-10-01,1567,65492,0.0239,7.68
2024-09-30,1552,65291,0.0238,7.68
2024-09-29,1710,67228,0.0254,7.45
2024-09-28,1251,58174,0.0215,8.13
2024-09-27,1375,57782,0.0238,7.58
2024-09-26,1561,64814,0.0241,7.6
2024-09-25,1508,63161,0.0239,7.5
2024-09-24,1589,64542,0.0246,7.81
2024-09-23,1573,62878,0.025,7.65
2024-09-22,1433,57223,0.025,7.37
2024-09-21,1086,48060,0.0226,7.87
2024-09-20,1250,55343,0.0226,7.41
2024-09-19,1435,60049,0.0239,7.42
2024-09-18,1333,57961,0.023,7.67
2024-09-17,1465,57791,0.0253,7.6
2024-09-16,1418,61113,0.0232,8.44
2024-09-15,1212,55099,0.022,8.96
2024-09-14,995,46572,0.0214,8.32
2024-09-13,1092,50811,0.0215,7.69
2024-09-12,1277,55603,0.023,7.27
2024-09-11,1309,55186,0.0237,7.54
2024-09-10,1416,58885,0.024,7.26
2024-09-09,1392,56824,0.0245,6.92
2024-09-08,1226,54800,0.0224,6.72
2024-09-07,1009,46629,0.0216,6.56
2024-09-06,1229,52415,0.0234,6.6
2024-09-05,1347,58070,0.0232,6.68
2024-09-04,1420,60263,0.0236,6.77
2024-09-03,1384,57988,0.0239,6.72
2024-09-02,1442,60603,0.0238,6.77
2024-09-01,1482,66458,0.0223,6.41
2024-08-31,1047,47131,0.0222,6.84
2024-08-30,1135,49501,0.0229,6.89
2024-08-29,1139,52519,0.0217,7.06
2024-08-28,1162,51765,0.0224,7.07
2024-08-27,1204,52020,0.0231,6.77
2024-08-26,1129,51447,0.0219,7.12
2024-08-25,1197,52711,0.0227,7.32
2024-08-24,1002,46082,0.0217,7.59
2024-08-23,1051,51386,0.0205,7.37
2024-08-22,1161,55072,0.0211,7.35
2024-08-21,1178,54929,0.0214,7.59
2024-08-20,1304,54675,0.0239,7.17
2024-08-19,1099,50605,0.0217,7.47
2024-08-18,1185,57356,0.0207,8.0
2024-08-17,1052,51972,0.0202,8.26
2024-08-16,1022,48887,0.0209,7.79
2024-08-15,1217,56478,0.0215,8.53
2024-08-14,1160,58087,0.02,7.87
2024-08-13,1089,52821,0.0206,7.35
2024-08-12,1142,55441,0.0206,7.69
2024-08-11,1165,67370,0.0173,7.91
2024-08-10,997,62824,0.0159,8.15
2024-08-09,1017,64360,0.0158,8.1
2024-08-08,1068,64534,0.0165,7.87
2024-08-07,1203,64312,0.0187,7.95
2024-08-06,1178,64137,0.0184,8.09
2024-08-05,1085,62153,0.0175,8.24
2024-08-04,1159,65457,0.0177,8.15
2024-08-03,1045,60009,0.0174,8.11
2024-08-02,1132,63083,0.0179,8.1
2024-08-01,1053,62912,0.0167,7.79
2024-07-31,1026,60819,0.0169,7.97
2024-07-30,1038,54689,0.019,7.97
2024-07-29,963,50067,0.0192,8.09
2024-07-28,1169,55546,0.021,7.54
2024-07-27,1089,53834,0.0202,7.77
2024-07-26,1077,59186,0.0182,7.93
2024-07-25,1035,51696,0.02,7.6
2024-07-24,1090,51591,0.0211,7.67
2024-07-23,1135,51771,0.0219,7.85
2024-07-22,1114,50392,0.0221,7.73
2024-07-21,1191,55878,0.0213,7.73
2024-07-20,1140,51072,0.0223,7.52
2024-07-19,980,48305,0.0203,7.8
2024-07-18,1098,50577,0.0217,7.85
2024-07-17,1161,53720,0.0216,8.45
2024-07-16,1323,56511,0.0234,8.77
2024-07-15,1034,52056,0.0199,9.0
2024-07-14,1113,56845,0.0196,9.24
2024-07-13,1335,63509,0.021,7.58
2024-07-12,1222,56912,0.0215,7.78
2024-07-11,1211,57642,0.021,7.72
2024-07-10,1145,55693,0.0206,7.99
2024-07-09,1102,53262,0.0207,7.75
2024-07-08,1185,56847,0.0208,8.25
2024-07-07,1293,59741,0.0216,7.94
2024-07-06,985,53347,0.0185,8.17
2024-07-05,1058,53356,0.0198,8.4
2024-07-04,1365,61796,0.0221,8.07
2024-07-03,1374,67501,0.0204,7.71
2024-07-02,1416,65971,0.0215,7.68
2024-07-01,1291,64417,0.02,7.77
2024-06-30,1354,64037,0.0211,7.68
2024-06-29,1015,52774,0.0192,8.27
2024-06-28,1257,61246,0.0205,7.8
2024-06-27,1406,64118,0.0219,7.5
2024-06-26,1458,66039,0.0221,7.74
2024-06-25,1341,63471,0.0211,7.77
2024-06-24,1427,65661,0.0217,8.05
2024-06-23,1501,67604,0.0222,7.97
2024-06-22,1412,69852,0.0202,7.89
2024-06-21,1446,69341,0.0209,7.93
2024-06-20,1577,73500,0.0215,7.94
2024-06-19,1577,74150,0.0213,8.05
2024-06-18,1707,76020,0.0225,7.91
2024-06-17,1799,80045,0.0225,7.67
2024-06-16,1664,74323,0.0224,8.03
2024-06-15,1430,63525,0.0225,8.1
2024-06-14,1384,68441,0.0202,7.99
2024-06-13,1836,80588,0.0228,8.16
2024-06-12,1876,86004,0.0218,8.41
2024-06-11,1916,88799,0.0216,7.97
2024-06-10,2258,96003,0.0235,7.9
2024-06-09,2080,85687,0.0243,7.86
2024-06-08,1453,68052,0.0214,8.02
2024-06-07,1487,72785,0.0204,8.02
2024-06-06,1892,86424,0.0219,7.79
2024-06-05,1707,80769,0.0211,7.98
2024-06-04,1822,77142,0.0236,7.69
2024-06-03,1638,70460,0.0232,7.42
2024-06-02,1721,69793,0.0247,7.45
2024-06-01,1234,54317,0.0227,7.74
2024-05-31,1365,60959,0.0224,7.7
2024-05-30,1737,71386,0.0243,7.71
2024-05-29,1756,75972,0.0231,7.8
2024-05-28,1813,76620,0.0237,7.92
2024-05-27,1775,75831,0.0234,7.93
2024-05-26,1634,67444,0.0242,7.94
2024-05-25,1371,57950,0.0237,7.9
2024-05-24,1511,65956,0.0229,7.83
2024-05-23,1671,75079,0.0223,7.68
2024-05-22,1668,76033,0.0219,7.95
2024-05-21,1512,67090,0.0225,8.13
2024-05-20,1455,66625,0.0218,7.72
2024-05-19,1362,61531,0.0221,7.85
2024-05-18,1136,54578,0.0208,7.78
2024-05-17,1346,64908,0.0207,7.79
2024-05-16,1533,70836,0.0216,7.73
2024-05-15,1588,69816,0.0227,7.8
2024-05-14,1486,70987,0.0209,7.98
2024-05-13,1632,72099,0.0226,8.35
2024-05-12,1513,67451,0.0224,8.23
2024-05-11,1268,58156,0.0218,8.09
2024-05-10,1384,59714,0.0232,7.94
2024-05-09,1633,77160,0.0212,7.59
2024-05-08,1620,75726,0.0214,7.75
2024-05-07,1760,80000,0.022,7.42
2024-05-06,1799,84325,0.0213,7.55
2024-05-05,1522,71953,0.0212,7.83
2024-05-04,1266,55092,0.023,8.12
2024-05-03,1330,63652,0.0209,8.01
2024-05-02,1526,67751,0.0225,8.25
2024-05-01,1360,61226,0.0222,8.05
2024-04-30,1300,59873,0.0217,8.39
2024-04-29,1477,67285,0.022,8.24
2024-04-28,1494,64281,0.0232,8.26
2024-04-27,1113,51041,0.0218,8.23
2024-04-26,1333,59375,0.0225,8.18
2024-04-25,1674,70824,0.0236,7.92
2024-04-24,1915,78765,0.0243,7.68
2024-04-23,1615,72139,0.0224,8.09
2024-04-22,1584,70897,0.0223,8.15
2024-04-21,1609,71334,0.0226,8.23
2024-04-20,1240,71050,0.0175,8.9
2024-04-19,1305,68300,0.0191,8.58
2024-04-18,1502,68466,0.0219,8.32
2024-04-17,1569,68963,0.0228,8.2
2024-04-16,1559,72354,0.0215,8.1
2024-04-15,1594,72170,0.0221,8.19
2024-04-14,1453,69175,0.021,8.14
2024-04-13,1124,57690,0.0195,8.52
2024-04-12,1260,57811,0.0218,8.5
2024-04-11,1495,67122,0.0223,8.36
2024-04-10,1493,70844,0.0211,8.29
2024-04-09,1586,70867,0.0224,8.22
2024-04-08,1516,66211,0.0229,8.25
2024-04-07,1331,58734,0.0227,8.54
2024-04-06,1030,50204,0.0205,8.73
2024-04-05,1157,53108,0.0218,8.44
2024-04-04,1324,56314,0.0235,8.65
2024-04-03,1312,55149,0.0238,8.61
2024-04-02,1211,52938,0.0229,8.42
2024-04-01,1301,58829,0.0221,8.58
2024-03-31,1164,52240,0.0223,8.47
2024-03-30,1019,48663,0.0209,8.28
2024-03-29,1243,59741,0.0208,8.17
2024-03-28,1065,48780,0.0218,8.54
2024-03-27,1130,49096,0.023,8.5
2024-03-26,1117,49938,0.0224,8.48
2024-03-25,1020,50492,0.0202,8.52
2024-03-24,1263,60023,0.021,8.19
2024-03-23,1054,53297,0.0198,8.42
2024-03-22,1184,53856,0.022,8.3
2024-03-21,1536,60872,0.0252,8.04
2024-03-20,1444,60953,0.0237,8.18
2024-03-19,1465,63122,0.0232,8.22
2024-03-18,1518,65108,0.0233,8.21
2024-03-17,1412,61992,0.0228,9.22
2024-03-16,1243,55916,0.0222,10.03
2024-03-15,1440,62971,0.0229,10.46
2024-03-14,1587,64439,0.0246,8.04
2024-03-13,1679,65760,0.0255,7.85
2024-03-12,1614,65736,0.0246,7.96
2024-03-11,1699,62797,0.0271,7.51
2024-03-10,1437,59205,0.0243,7.63
2024-03-09,1195,50422,0.0237,7.67
2024-03-08,1183,54045,0.0219,7.8
2024-03-07,1576,67613,0.0233,7.79
2024-03-06,1632,67502,0.0242,7.93
2024-03-05,1603,67255,0.0238,7.9
2024-03-04,1553,66712,0.0233,8.24
2024-03-03,1395,60758,0.023,8.13
2024-03-02,1120,49241,0.0227,8.53
2024-03-01,1162,52587,0.0221,8.55
2024-02-29,1415,60802,0.0233,8.03
2024-02-28,1516,60436,0.0251,8.13
2024-02-27,1612,62998,0.0256,8.03
2024-02-26,1521,63558,0.0239,8.19
2024-02-25,1553,58316,0.0266,8.35
2024-02-24,1278,51342,0.0249,8.4
2024-02-23,1287,54888,0.0234,8.24
2024-02-22,1649,62834,0.0262,7.94
2024-02-21,1597,63071,0.0253,7.91
2024-02-20,1563,63440,0.0246,7.97
2024-02-19,1521,61821,0.0246,8.19
2024-02-18,1532,58825,0.026,8.3
2024-02-17,1259,50295,0.025,8.14
2024-02-16,1394,54373,0.0256,8.12
2024-02-15,1456,57351,0.0254,8.05
2024-02-14,1401,56528,0.0248,7.7
2024-02-13,1368,60756,0.0225,9.34
2024-02-12,1357,60108,0.0226,11.37
2024-02-11,1319,55775,0.0236,8.25
2024-02-10,1174,49132,0.0239,8.22
2024-02-09,1361,58571,0.0232,8.04
2024-02-08,1381,59705,0.0231,8.05
2024-02-07,1509,62443,0.0242,8.07
2024-02-06,1521,64799,0.0235,8.1
2024-02-05,1589,63595,0.025,8.46
2024-02-04,1649,64946,0.0254,8.38
2024-02-03,1400,53851,0.026,8.49
2024-02-02,1398,55493,0.0252,8.25
2024-02-01,1566,62188,0.0252,8.22
2024-01-31,1878,71453,0.0263,7.85
2024-01-30,1743,69250,0.0252,7.84
2024-01-29,1881,69151,0.0272,7.99
2024-01-28,2129,71170,0.0299,7.93
2024-01-27,2732,90232,0.0303,7.55
2024-01-26,1753,67943,0.0258,8.01
2024-01-25,1929,71842,0.0269,7.77
2024-01-24,1910,73352,0.026,7.72
2024-01-23,1950,75640,0.0258,7.84
2024-01-22,1957,72193,0.0271,8.02
2024-01-21,2186,68632,0.0319,7.95
2024-01-20,1794,62155,0.0289,8.29
2024-01-19,1689,62690,0.0269,8.15
2024-01-18,1924,69037,0.0279,8.0
2024-01-17,1817,69706,0.0261,8.3
2024-01-16,1678,66153,0.0254,8.18
2024-01-15,1728,69786,0.0248,8.71
2024-01-14,1820,68178,0.0267,11.31
2024-01-13,1437,57793,0.0249,10.37
2024-01-12,1623,60558,0.0268,8.44
2024-01-11,2053,71778,0.0286,8.08
2024-01-10,1808,64961,0.0278,8.08
2024-01-09,1304,57489,0.0227,8.09
2024-01-08,1287,55794,0.0231,8.48
2024-01-07,1239,51036,0.0243,8.63
2024-01-06,1169,47817,0.0244,8.59
2024-01-05,1083,47575,0.0228,8.85
2024-01-04,1142,47001,0.0243,8.83
2024-01-03,1198,48660,0.0246,8.71
2024-01-02,1075,46765,0.023,8.89
2024-01-01,925,42657,0.0217,8.81
